주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,437,662,681,589,720
영업이익,23,38,34,18,26
영업이익(발표기준),23,38,34,18,26
세전계속사업이익,20,36,36,15,26
당기순이익,17,30,29,12,24
  당기순이익(지배),17,30,29,12,24
  당기순이익(비지배),,,,,
자산총계,808,868,960,"1,016","1,053"
부채총계,252,239,232,270,276
자본총계,556,628,727,747,777
  자본총계(지배),556,628,727,747,777
  자본총계(비지배),,,,,
자본금,36,36,52,52,52
영업활동현금흐름,-6,2,53,52,-1
투자활동현금흐름,-22,-22,-120,-103,-18
재무활동현금흐름,25,44,74,44,4
CAPEX,23,19,52,77,10
FCF,-29,-17,0,-25,-11
이자발생부채,147,140,144,187,191
영업이익률,5.24,5.67,5.02,3.01,3.65
순이익률,3.81,4.49,4.31,2.10,3.32
ROE(%),3.04,5.02,4.33,1.68,3.13
ROA(%),2.13,3.55,3.21,1.26,2.31
부채비율,45.36,38.12,31.94,36.09,35.46
자본유보율,"1,466.79","1,625.77","1,297.08","1,319.57","1,390.57"
EPS(원),171,306,283,119,229
PER(배),23.74,34.46,20.74,48.26,24.63
BPS(원),"6,180","6,471","6,985","7,175","7,465"
PBR(배),0.66,1.63,0.84,0.80,0.76
현금DPS(원),0,,,,
현금배당수익률,0.00,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"9,707,559","9,707,559","10,410,400","10,410,400","10,410,400"
