주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,505","2,432",500,"1,719","3,113"
영업이익,194,329,-118,248,546
영업이익(발표기준),194,329,-118,248,546
세전계속사업이익,133,265,-118,224,560
당기순이익,144,296,-121,205,509
  당기순이익(지배),144,308,-123,180,450
  당기순이익(비지배),,-13,3,25,60
자산총계,"1,330","1,921","1,966","2,808","4,599"
부채총계,520,746,923,662,"1,210"
자본총계,810,"1,175","1,043","2,146","3,389"
  자본총계(지배),810,"1,081",952,"2,045","2,803"
  자본총계(비지배),,,91,101,585
자본금,62,62,62,81,82
영업활동현금흐름,29,443,-29,167,505
투자활동현금흐름,110,-675,6,49,"-1,740"
재무활동현금흐름,-182,391,24,407,"1,076"
CAPEX,23,97,42,30,764
FCF,6,346,-72,136,-259
이자발생부채,95,432,624,242,560
영업이익률,12.86,13.55,-23.57,14.45,17.55
순이익률,9.56,12.16,-24.15,11.90,16.36
ROE(%),23.73,32.60,-12.14,12.00,18.55
ROA(%),12.59,18.19,-6.21,8.58,13.75
부채비율,64.27,63.55,88.48,30.86,35.71
자본유보율,"1,139.57","1,642.67","1,429.53","2,371.70","2,937.60"
EPS(원),236,499,-200,258,550
PER(배),30.83,5.40,N/A,24.24,11.28
BPS(원),"1,311","1,759","1,553","2,547","3,447"
PBR(배),5.56,1.53,2.16,2.45,1.80
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"61,788,456","61,788,456","61,788,456","80,757,657","82,045,350"
