주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,839","2,274","2,362","2,809","3,655"
영업이익,291,454,382,439,697
영업이익(발표기준),291,454,382,439,697
세전계속사업이익,255,394,287,393,620
당기순이익,191,323,220,281,218
  당기순이익(지배),91,139,80,130,-110
  당기순이익(비지배),99,184,140,151,328
자산총계,"2,021","3,321","4,050","5,189","7,215"
부채총계,852,"1,837","2,362","2,839","3,421"
자본총계,"1,168","1,484","1,688","2,350","3,795"
  자본총계(지배),637,852,925,"1,160","1,976"
  자본총계(비지배),531,,762,"1,190","1,819"
자본금,157,157,157,157,167
영업활동현금흐름,360,346,448,535,798
투자활동현금흐름,-381,-906,-913,-593,"-1,829"
재무활동현금흐름,255,"1,024",323,749,"1,271"
CAPEX,316,711,647,475,"1,180"
FCF,44,-365,-199,60,-383
이자발생부채,457,"1,244","1,704","2,101","2,277"
영업이익률,15.83,19.95,16.19,15.61,19.06
순이익률,10.37,14.21,9.30,10.01,5.97
ROE(%),14.74,18.67,8.96,12.43,-7.01
ROA(%),10.33,12.10,5.96,6.08,3.52
부채비율,72.94,123.78,139.93,120.83,90.14
자본유보율,461.24,605.31,646.71,845.10,"1,316.82"
EPS(원),297,444,254,414,-342
PER(배),13.48,10.54,22.70,36.48,N/A
BPS(원),"2,070","2,766","3,005","3,827","6,192"
PBR(배),1.94,1.69,1.92,3.95,2.33
현금DPS(원),0,40,40,0,70
현금배당수익률,0.00,0.85,0.69,0.00,0.48
현금배당성향(%),0.00,8.86,15.47,0.00,-20.33
발행주식수(보통주),"31,316,603","31,316,603","31,316,603","31,316,603","33,416,778"
