주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,55,52,77,95,101
영업이익,-33,-14,20,7,10
영업이익(발표기준),-33,-14,20,7,10
세전계속사업이익,-54,25,20,-7,-30
당기순이익,-47,23,53,7,-32
  당기순이익(지배),-47,23,53,7,-32
  당기순이익(비지배),,,,,
자산총계,453,704,780,"1,087","2,963"
부채총계,359,388,237,250,744
자본총계,94,316,543,837,"2,219"
  자본총계(지배),94,316,543,837,"2,219"
  자본총계(비지배),,,,,
자본금,104,168,202,234,238
영업활동현금흐름,-29,33,34,-21,0
투자활동현금흐름,-91,-25,-243,-16,-167
재무활동현금흐름,231,172,-76,53,154
CAPEX,3,0,1,1,1
FCF,-32,32,33,-22,-1
이자발생부채,229,221,79,47,168
영업이익률,-60.12,-27.07,26.41,7.62,9.93
순이익률,-85.94,44.86,68.79,6.85,-31.36
ROE(%),-78.86,11.41,12.31,0.95,-2.07
ROA(%),-13.83,4.04,7.13,0.70,-1.56
부채비율,383.24,122.53,43.72,29.89,33.53
자본유보율,-13.37,86.25,117.50,126.94,130.91
EPS(원),-197,86,150,16,-67
PER(배),N/A,20.12,9.36,229.66,N/A
BPS(원),374,944,"1,347","1,795","4,688"
PBR(배),17.37,1.83,1.04,2.01,0.90
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"25,236,991","33,698,640","40,494,755","46,826,217","47,518,943"
