주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,394","1,400","1,358","1,394","1,606"
영업이익,67,75,37,19,58
영업이익(발표기준),67,75,37,19,58
세전계속사업이익,25,47,36,-23,-26
당기순이익,19,26,30,-22,-26
  당기순이익(지배),19,26,30,-22,-26
  당기순이익(비지배),,,,,
자산총계,"1,162","1,227","1,293","1,400","1,612"
부채총계,791,820,870,957,"1,119"
자본총계,371,408,423,443,493
  자본총계(지배),371,408,423,443,493
  자본총계(비지배),,,,,
자본금,107,107,112,120,126
영업활동현금흐름,39,-51,55,85,-9
투자활동현금흐름,-5,-5,-45,-44,-165
재무활동현금흐름,-19,21,-38,109,76
CAPEX,14,5,6,41,148
FCF,25,-56,49,44,-157
이자발생부채,473,489,511,555,637
영업이익률,4.80,5.36,2.75,1.35,3.61
순이익률,1.35,1.83,2.17,-1.58,-1.61
ROE(%),5.44,6.59,7.11,-5.09,-5.51
ROA(%),1.58,2.15,2.34,-1.64,-1.71
부채비율,212.95,200.96,205.60,216.08,226.80
자본유보율,237.01,248.29,276.13,253.72,248.15
EPS(원),102,120,137,-95,-107
PER(배),14.96,10.54,10.69,N/A,N/A
BPS(원),"1,768","1,942","2,177","2,011","2,117"
PBR(배),0.87,0.65,0.67,1.14,2.44
현금DPS(원),20,20,10,10,15
현금배당수익률,1.31,1.59,0.68,0.44,0.29
현금배당성향(%),22.33,16.36,6.58,-9.99,-13.56
발행주식수(보통주),"21,474,112","21,474,112","22,356,464","23,944,698","25,219,116"
