주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,070","3,077","4,703","4,135","4,749"
영업이익,61,131,166,75,387
영업이익(발표기준),61,131,166,75,387
세전계속사업이익,45,237,84,8,264
당기순이익,29,135,49,9,144
  당기순이익(지배),29,148,40,-2,73
  당기순이익(비지배),,-13,8,11,71
자산총계,"2,580","6,773","6,803","6,453","6,929"
부채총계,"1,594","4,081","3,954","3,678","3,971"
자본총계,986,"2,692","2,848","2,776","2,958"
  자본총계(지배),986,"1,382","1,498","1,466","1,540"
  자본총계(비지배),,,"1,350","1,310","1,418"
자본금,143,226,226,226,226
영업활동현금흐름,93,61,190,199,158
투자활동현금흐름,-33,-128,-146,-121,-200
재무활동현금흐름,-39,-35,-103,-119,119
CAPEX,41,61,111,64,193
FCF,51,0,80,135,-35
이자발생부채,729,"2,193","2,233","2,128","2,299"
영업이익률,2.96,4.27,3.53,1.82,8.15
순이익률,1.38,4.38,1.04,0.22,3.04
ROE(%),2.92,12.51,2.80,-0.12,4.87
ROA(%),1.11,2.89,0.72,0.14,2.16
부채비율,161.59,151.59,138.85,132.49,134.26
자본유보율,618.84,523.81,540.27,534.89,549.09
EPS(원),200,864,179,-8,324
PER(배),16.27,3.27,14.74,N/A,16.34
BPS(원),"7,359","6,383","6,917","6,769","7,111"
PBR(배),0.44,0.44,0.38,0.43,0.75
현금DPS(원),50,70,70,70,70
현금배당수익률,1.54,2.48,2.66,2.39,1.32
현금배당성향(%),23.40,10.23,37.54,-850.63,20.69
발행주식수(보통주),"14,327,078","22,584,709","22,584,709","22,584,709","22,584,709"
