주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,,,,,9
영업이익,-15,-24,-35,-53,-130
영업이익(발표기준),-15,-24,-35,-53,-130
세전계속사업이익,-54,-113,-25,-41,-131
당기순이익,-54,-113,-25,-41,-131
  당기순이익(지배),-54,-113,-25,-41,-131
  당기순이익(비지배),,,,,
자산총계,50,142,525,494,583
부채총계,105,7,12,21,195
자본총계,-55,135,513,473,388
  자본총계(지배),-55,135,513,473,388
  자본총계(비지배),,,,,
자본금,28,41,48,48,49
영업활동현금흐름,-14,-20,-19,-38,-82
투자활동현금흐름,-3,-108,-371,52,-101
재무활동현금흐름,26,112,398,4,201
CAPEX,0,58,43,117,31
FCF,-14,-78,-62,-155,-113
이자발생부채,101,0,1,1,158
영업이익률,,,,,"-1,431.20"
순이익률,,,,,"-1,437.76"
ROE(%),188.66,-283.29,-7.69,-8.37,-30.38
ROA(%),-123.32,-117.69,-7.47,-8.10,-24.28
부채비율,-189.79,5.34,2.31,4.45,50.30
자본유보율,-302.10,221.51,955.42,869.08,689.62
EPS(원),-758,"-1,423",-266,-428,"-1,346"
PER(배),,,N/A,N/A,N/A
BPS(원),-762,"1,644","5,359","4,877","3,983"
PBR(배),0.00,0.00,5.12,8.35,12.33
현금DPS(원),0,0,0,0,
현금배당수익률,,,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"5,659,930","8,210,889","9,578,692","9,698,692","9,731,192"
