주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,057","7,539","11,079","9,272","9,083"
영업이익,195,262,506,-262,-141
영업이익(발표기준),195,262,506,-262,-141
세전계속사업이익,88,249,534,-275,-81
당기순이익,92,239,550,-257,-107
  당기순이익(지배),106,239,554,-248,-82
  당기순이익(비지배),-14,1,-4,-9,-25
자산총계,"2,775","3,453","4,114","3,715","4,504"
부채총계,"1,178","1,621","1,710","1,574","2,360"
자본총계,"1,597","1,832","2,404","2,141","2,144"
  자본총계(지배),"1,592","1,830","2,403","2,094","2,122"
  자본총계(비지배),6,,1,47,22
자본금,174,174,174,174,174
영업활동현금흐름,119,687,562,176,174
투자활동현금흐름,-155,-548,-620,-322,-277
재무활동현금흐름,-142,-40,81,9,202
CAPEX,212,560,478,285,274
FCF,-93,127,84,-109,-100
이자발생부채,390,352,475,499,710
영업이익률,2.76,3.48,4.57,-2.82,-1.55
순이익률,1.30,3.17,4.96,-2.77,-1.17
ROE(%),6.91,13.95,26.19,-11.02,-3.88
ROA(%),3.15,7.68,14.54,-6.57,-2.59
부채비율,73.76,88.48,71.15,73.51,110.04
자본유보율,839.10,975.94,"1,289.72","1,137.75","1,100.47"
EPS(원),316,696,"1,611",-720,-238
PER(배),19.11,9.10,6.33,N/A,N/A
BPS(원),"4,642","5,327","6,981","6,083","6,165"
PBR(배),1.30,1.19,1.46,1.44,1.31
현금DPS(원),0,0,50,,
현금배당수익률,0.00,0.00,0.49,,
현금배당성향(%),0.00,0.00,3.11,0.00,
발행주식수(보통주),"34,286,030","34,353,030","34,420,982","34,420,982","34,420,982"
