주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,138","2,230","2,289","2,920","4,177","4,701","5,295","5,969"
영업이익,184,11,-36,300,732,840,975,"1,126"
영업이익(발표기준),184,11,-36,300,732,,,
세전계속사업이익,-178,97,-315,405,"1,519",855,976,"1,046"
당기순이익,-216,-75,-341,285,"1,359",681,776,830
  당기순이익(지배),-216,-71,-314,282,"1,348",670,765,819
  당기순이익(비지배),,-4,-27,3,11,,,
자산총계,"7,565","7,747","7,764","7,958","9,394","10,118","10,899","11,742"
부채총계,"2,556","2,888","3,331","3,263","3,381","3,508","3,584","3,668"
자본총계,"5,009","4,860","4,433","4,695","6,014","6,610","7,315","8,073"
  자본총계(지배),"5,009","4,846","4,448","4,690","5,992","6,589","7,293","8,052"
  자본총계(비지배),,,-15,5,21,,,
자본금,214,214,214,214,214,214,214,214
영업활동현금흐름,-12,-202,57,256,211,"-2,559","-2,460","-2,420"
투자활동현금흐름,-8,-368,154,500,-679,"2,951","2,930","2,908"
재무활동현금흐름,162,237,-35,-202,-130,-60,-60,-60
CAPEX,111,70,31,39,63,71,80,90
FCF,-123,-272,26,217,148,393,470,488
이자발생부채,"2,080","2,243","2,529","2,359","2,419",,,
영업이익률,8.62,0.50,-1.58,10.27,17.52,17.87,18.41,18.86
순이익률,-10.10,-3.38,-14.89,9.75,32.53,14.49,14.66,13.91
ROE(%),-4.20,-1.45,-6.76,6.17,25.23,10.65,11.02,10.67
ROA(%),-2.84,-0.98,-4.40,3.62,15.66,6.98,7.38,7.33
부채비율,51.02,59.42,75.14,69.50,56.22,53.07,49.00,45.44
자본유보율,"2,251.48","2,194.51","2,003.36","2,115.54","2,701.27",,,
EPS(원),-504,-166,-733,658,"3,146","1,564","1,786","1,912"
PER(배),N/A,N/A,N/A,8.42,2.84,5.52,4.84,4.52
BPS(원),"11,715","11,333","10,402","10,968","14,014","15,410","17,056","18,831"
PBR(배),0.45,0.33,0.34,0.51,0.64,0.56,0.51,0.46
현금DPS(원),117,117,117,117,140,140,140,140
현금배당수익률,2.20,3.18,3.30,2.11,1.57,1.62,1.62,1.62
현금배당성향(%),-23.18,-70.23,-15.93,17.76,4.44,8.95,7.84,7.32
발행주식수(보통주),"42,836,818","42,836,818","42,836,818","42,836,818","42,836,818",,,
