주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,522,468,484,675,568
영업이익,50,35,77,157,83
영업이익(발표기준),50,35,77,157,83
세전계속사업이익,32,30,80,139,104
당기순이익,31,32,67,112,88
  당기순이익(지배),31,32,67,112,88
  당기순이익(비지배),,,,,
자산총계,530,568,648,768,902
부채총계,92,73,78,85,114
자본총계,438,494,569,683,787
  자본총계(지배),438,494,569,683,787
  자본총계(비지배),,,,,
자본금,43,43,43,43,80
영업활동현금흐름,10,37,122,94,121
투자활동현금흐름,-27,-35,-38,-24,-14
재무활동현금흐름,-1,-3,-14,-1,-5
CAPEX,34,27,23,17,16
FCF,-24,10,99,77,106
이자발생부채,11,12,1,5,3
영업이익률,9.54,7.42,15.91,23.19,14.54
순이익률,6.03,6.92,13.94,16.65,15.45
ROE(%),7.27,6.95,12.68,17.95,11.93
ROA(%),5.87,5.91,11.10,15.89,10.51
부채비율,20.91,14.85,13.74,12.38,14.52
자본유보율,921.74,986.75,"1,142.70","1,403.86",818.65
EPS(원),197,203,422,703,548
PER(배),26.93,16.33,10.50,12.60,12.11
BPS(원),"2,751","3,104","3,575","4,286","4,936"
PBR(배),1.93,1.07,1.24,2.06,1.35
현금DPS(원),27,0,0,27,27
현금배당수익률,0.51,0.00,0.00,0.31,0.41
현금배당성향(%),13.62,0.00,0.00,3.82,4.91
발행주식수(보통주),"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000"
