주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,331","2,154","2,395","2,801","3,663","4,705","6,045","7,740"
영업이익,99,141,202,267,311,458,631,836
영업이익(발표기준),99,141,202,267,311,,,
세전계속사업이익,72,120,176,185,310,432,599,807
당기순이익,58,96,160,183,267,367,512,688
  당기순이익(지배),58,96,160,183,267,367,512,688
  당기순이익(비지배),,,,,,,,
자산총계,"1,509","2,726","3,354","3,575","5,414","5,510","5,932",
부채총계,812,"1,887","2,339","2,278","2,511","2,199","2,137",
자본총계,698,839,"1,015","1,297","2,903","3,311","3,795",
  자본총계(지배),698,839,"1,015","1,297","2,903","3,311","3,795",
  자본총계(비지배),,,,,,,,
자본금,164,164,164,174,228,230,230,
영업활동현금흐름,96,51,203,317,341,488,619,
투자활동현금흐름,-277,-794,-563,-480,"-1,681",-334,-428,
재무활동현금흐름,344,965,403,-53,"1,355",642,-228,
CAPEX,277,794,510,535,"1,057",329,423,
FCF,-181,-743,-307,-218,-716,156,194,
이자발생부채,481,"1,391","1,847","1,714","1,799",,,
영업이익률,7.47,6.56,8.43,9.52,8.48,9.73,10.44,10.80
순이익률,4.32,4.47,6.69,6.54,7.28,7.80,8.47,8.89
ROE(%),9.95,12.52,17.29,15.83,12.70,11.81,14.41,
ROA(%),4.59,4.54,5.27,5.29,5.93,6.72,8.95,
부채비율,116.34,224.77,230.34,175.58,86.50,66.41,56.31,
자본유보율,324.08,410.60,513.62,641.56,"1,158.69",,,
EPS(원),"1,002","1,468","2,446","2,689","3,502","4,032","5,625","7,559"
PER(배),23.46,24.45,15.68,17.76,17.99,14.88,10.67,7.94
BPS(원),"10,647","12,812","15,448","18,613","31,893","36,377","41,695",
PBR(배),2.21,2.80,2.48,2.57,1.98,1.65,1.44,
현금DPS(원),100,150,280,300,330,300,300,
현금배당수익률,0.43,0.42,0.73,0.63,0.52,0.50,0.50,
현금배당성향(%),11.39,10.22,11.48,11.42,11.27,6.35,4.55,
발행주식수(보통주),"6,551,683","6,551,683","6,572,261","6,969,678","7,763,229",,,
