주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,306,441,666,796,921
영업이익,26,7,19,61,41
영업이익(발표기준),26,7,19,61,41
세전계속사업이익,33,4,81,120,-125
당기순이익,11,55,146,104,-115
  당기순이익(지배),11,55,148,102,-113
  당기순이익(비지배),,,-2,2,-2
자산총계,"1,116","1,477","2,281","2,572","3,050"
부채총계,353,153,538,628,"1,027"
자본총계,763,"1,324","1,743","1,944","2,023"
  자본총계(지배),763,"1,324","1,743","1,944","2,003"
  자본총계(비지배),,,,,19
자본금,"1,021",249,310,339,361
영업활동현금흐름,-63,95,53,98,26
투자활동현금흐름,-362,-366,4,-383,-501
재무활동현금흐름,546,296,324,139,561
CAPEX,108,18,72,133,32
FCF,-172,77,-19,-34,-6
이자발생부채,296,81,482,541,919
영업이익률,8.53,1.65,2.90,7.62,4.49
순이익률,3.47,12.47,21.92,13.13,-12.53
ROE(%),1.79,5.27,9.68,5.55,-5.74
ROA(%),1.21,4.24,7.77,4.31,-4.11
부채비율,46.23,11.59,30.87,32.30,50.78
자본유보율,-20.48,462.57,473.70,488.44,470.98
EPS(원),33,128,265,162,-163
PER(배),166.61,16.78,9.99,27.16,N/A
BPS(원),"2,340","2,663","2,813","2,891","2,795"
PBR(배),2.38,0.81,0.94,1.53,0.91
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"32,603,068","49,717,899","61,966,225","67,735,025","72,167,316"
