주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,812,"2,113","1,451","2,024",550
영업이익,-51,137,85,69,-602
영업이익(발표기준),-51,137,85,69,-602
세전계속사업이익,-282,97,62,45,-443
당기순이익,-321,0,-21,19,-457
  당기순이익(지배),-320,1,-21,25,-449
  당기순이익(비지배),-1,-1,0,-6,-8
자산총계,"1,675","1,415","2,178","2,033","1,294"
부채총계,"1,452","1,060","1,760","1,591","1,092"
자본총계,222,355,418,441,202
  자본총계(지배),224,358,421,451,204
  자본총계(비지배),-2,,-2,-9,-2
자본금,70,77,80,80,95
영업활동현금흐름,-271,189,-185,-6,-369
투자활동현금흐름,-344,-139,144,47,626
재무활동현금흐름,637,-112,211,-223,-196
CAPEX,311,131,34,13,1
FCF,-582,58,-219,-18,-370
이자발생부채,938,704,794,612,372
영업이익률,-6.34,6.48,5.85,3.39,-109.43
순이익률,-39.58,0.02,-1.44,0.93,-83.14
ROE(%),-87.61,0.42,-5.42,5.74,-137.11
ROA(%),-21.45,0.02,-1.16,0.89,-27.49
부채비율,653.45,298.33,420.77,360.47,539.63
자본유보율,162.25,310.31,430.10,465.59,108.62
EPS(원),"-2,344",8,-133,156,"-2,714"
PER(배),N/A,"1,477.45",N/A,37.30,N/A
BPS(원),"1,608","2,320","2,625","2,801","1,070"
PBR(배),8.43,5.26,4.69,2.08,5.06
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"13,930,034","15,424,784","16,026,971","16,085,519","19,090,241"
