주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,553,387,443,444,439
영업이익,99,-4,-7,6,24
영업이익(발표기준),99,-4,-7,6,24
세전계속사업이익,74,-5,-34,-1,41
당기순이익,62,-8,-27,3,34
  당기순이익(지배),62,-8,-20,11,36
  당기순이익(비지배),,,-7,-9,-2
자산총계,895,860,865,893,911
부채총계,369,347,383,417,400
자본총계,526,513,482,476,511
  자본총계(지배),526,513,489,474,511
  자본총계(비지배),,,-7,2,0
자본금,50,51,51,51,51
영업활동현금흐름,93,80,12,3,58
투자활동현금흐름,-108,-66,-76,-60,1
재무활동현금흐름,111,-26,-20,62,-30
CAPEX,117,64,46,33,20
FCF,-25,16,-34,-30,38
이자발생부채,318,290,309,356,323
영업이익률,17.86,-1.13,-1.65,1.39,5.37
순이익률,11.13,-1.96,-6.08,0.57,7.65
ROE(%),13.54,-1.46,-3.96,2.34,7.23
ROA(%),7.67,-0.87,-3.13,0.29,3.72
부채비율,70.04,67.68,79.58,87.67,78.34
자본유보율,971.29,930.44,892.17,881.80,953.51
EPS(원),649,-75,-196,111,351
PER(배),7.86,N/A,N/A,27.84,13.38
BPS(원),"5,284","5,220","5,067","5,153","5,553"
PBR(배),0.97,0.61,0.53,0.60,0.85
현금DPS(원),20,,,,
현금배당수익률,0.38,,,,
현금배당성향(%),3.17,0.00,0.00,0.00,
발행주식수(보통주),"10,143,845","10,143,845","10,143,845","10,143,845","10,143,845"
