주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,485,606,696,733,815
영업이익,51,114,145,141,124
영업이익(발표기준),51,114,145,141,124
세전계속사업이익,50,111,147,135,132
당기순이익,40,89,114,106,102
  당기순이익(지배),40,89,114,106,102
  당기순이익(비지배),,,,,
자산총계,627,658,793,845,974
부채총계,137,102,132,99,148
자본총계,490,556,661,746,826
  자본총계(지배),490,556,661,746,826
  자본총계(비지배),,,,,
자본금,56,56,56,56,56
영업활동현금흐름,77,75,139,100,77
투자활동현금흐름,-21,-24,-90,-63,-71
재무활동현금흐름,0,-75,-20,-43,-33
CAPEX,24,23,70,73,53
FCF,53,53,69,26,24
이자발생부채,106,40,40,22,13
영업이익률,10.54,18.81,20.82,19.24,15.27
순이익률,8.20,14.75,16.39,14.49,12.46
ROE(%),8.29,17.09,18.76,15.09,12.92
ROA(%),6.46,13.91,15.73,12.96,11.17
부채비율,28.02,18.39,19.96,13.33,17.92
자본유보율,845.95,972.25,"1,149.40","1,299.59","1,441.62"
EPS(원),353,793,"1,013",942,901
PER(배),24.35,9.81,10.71,10.62,10.19
BPS(원),"4,552","5,166","6,145","6,931","7,674"
PBR(배),1.89,1.51,1.77,1.44,1.20
현금DPS(원),180,180,200,200,200
현금배당수익률,2.10,2.31,1.84,2.00,2.18
현금배당성향(%),48.71,21.68,18.85,20.27,21.19
발행주식수(보통주),"11,270,000","11,270,000","11,270,000","11,270,000","11,270,000"
