주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,821","1,824","2,046","2,110","2,452","2,809","3,262","3,762"
영업이익,"1,019",602,681,781,972,899,"1,037","1,331"
영업이익(발표기준),"1,019",602,681,781,972,,,
세전계속사업이익,"1,035",995,697,693,890,918,"1,061","1,303"
당기순이익,814,757,503,453,604,658,784,956
  당기순이익(지배),728,697,446,420,577,627,744,912
  당기순이익(비지배),85,59,57,33,27,,,
자산총계,"8,209","9,183","8,947","9,563","10,097","10,612","11,431","12,294"
부채총계,"1,030","1,335","1,504","1,623","1,806","1,841","1,882","1,878"
자본총계,"7,179","7,848","7,443","7,941","8,292","8,772","9,549","10,415"
  자본총계(지배),"6,957","7,277","6,995","7,467","7,771","8,375","9,100","10,020"
  자본총계(비지배),222,571,448,474,521,,,
자본금,22,22,22,64,63,61,61,62
영업활동현금흐름,642,658,770,743,859,571,891,"1,088"
투자활동현금흐름,"-5,553",-322,-10,-253,"1,801",946,296,424
재무활동현금흐름,"4,576",-356,-903,-18,-360,7,3,0
CAPEX,63,91,123,170,239,340,162,367
FCF,578,567,647,573,621,355,607,638
이자발생부채,796,829,915,936,984,,,
영업이익률,55.98,33.00,33.28,36.99,39.63,32.02,31.78,35.38
순이익률,44.68,41.48,24.58,21.47,24.64,23.44,24.04,25.41
ROE(%),15.36,9.80,6.25,5.81,7.58,7.77,8.51,9.54
ROA(%),14.59,8.70,5.55,4.90,6.14,6.36,7.11,8.06
부채비율,14.35,17.01,20.21,20.44,21.78,20.98,19.71,18.03
자본유보율,"31,854.62","35,111.96","49,764.05","17,786.76","18,570.53",,,
EPS(원),"6,706","5,546","3,292","3,363","4,625","5,065","6,004","7,368"
PER(배),28.46,23.46,41.19,55.84,33.19,23.47,19.80,16.14
BPS(원),"55,888","58,360","56,672","60,494","63,860","70,700","76,821","84,587"
PBR(배),3.41,2.23,2.39,3.10,2.40,1.68,1.55,1.41
현금DPS(원),0,0,0,0,,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"12,450,598","12,596,558","12,485,455","12,485,455","12,385,455",,,
