주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,395,397,338,304,335
영업이익,54,64,29,15,21
영업이익(발표기준),54,64,29,15,21
세전계속사업이익,63,73,44,27,33
당기순이익,53,51,35,18,27
  당기순이익(지배),53,52,34,18,27
  당기순이익(비지배),0,0,1,0,-1
자산총계,772,806,859,850,932
부채총계,75,70,86,60,102
자본총계,696,736,773,791,830
  자본총계(지배),693,733,768,786,826
  자본총계(비지배),4,,4,4,4
자본금,186,186,186,186,186
영업활동현금흐름,69,55,60,48,62
투자활동현금흐름,-39,-18,-17,-36,-8
재무활동현금흐름,-15,-15,-35,-31,-26
CAPEX,1,3,2,4,11
FCF,68,52,58,44,50
이자발생부채,0,0,22,12,35
영업이익률,13.76,16.04,8.68,4.81,6.36
순이익률,13.41,12.95,10.23,6.04,8.01
ROE(%),7.85,7.24,4.54,2.32,3.39
ROA(%),7.12,6.51,4.16,2.15,3.01
부채비율,10.81,9.53,11.13,7.55,12.30
자본유보율,273.29,296.54,306.91,310.62,321.34
EPS(원),142,139,92,49,74
PER(배),14.46,13.84,23.68,62.64,40.76
BPS(원),"1,866","1,974","2,070","2,118","2,225"
PBR(배),1.10,0.98,1.05,1.44,1.35
현금DPS(원),40,40,30,20,20
현금배당수익률,1.94,2.08,1.38,0.66,0.67
현금배당성향(%),28.07,28.76,32.66,41.21,27.17
발행주식수(보통주),"37,115,267","37,115,267","37,115,267","37,115,267","37,115,267"
