주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,488,327,294,252,296
영업이익,59,25,15,15,23
영업이익(발표기준),59,25,15,15,23
세전계속사업이익,56,23,16,19,26
당기순이익,43,16,12,15,21
  당기순이익(지배),44,16,12,15,21
  당기순이익(비지배),-1,,,,
자산총계,409,401,382,383,407
부채총계,62,46,30,32,44
자본총계,347,355,352,350,363
  자본총계(지배),346,355,352,350,363
  자본총계(비지배),1,,,,
자본금,40,44,49,49,49
영업활동현금흐름,55,74,68,38,12
투자활동현금흐름,-25,-30,-46,-43,7
재무활동현금흐름,-15,-7,-29,-19,-7
CAPEX,6,2,1,10,3
FCF,49,72,67,28,9
이자발생부채,13,14,1,3,6
영업이익률,11.99,7.60,5.20,5.97,7.90
순이익률,8.90,5.04,4.03,5.93,7.22
ROE(%),13.90,4.70,3.34,4.26,5.98
ROA(%),10.85,4.07,3.02,3.92,5.40
부채비율,17.83,12.83,8.48,9.27,12.25
자본유보율,747.70,692.77,645.01,675.79,710.33
EPS(원),455,169,122,154,219
PER(배),9.61,19.99,27.24,30.02,29.24
BPS(원),"3,553","3,653","3,818","4,065","4,285"
PBR(배),1.23,0.93,0.87,1.14,1.50
현금DPS(원),83,0,0,50,50
현금배당수익률,1.89,0.00,0.00,1.08,0.78
현금배당성향(%),18.17,0.00,0.00,28.79,19.84
발행주식수(보통주),"9,730,590","9,730,590","9,730,590","9,730,590","9,730,590"
