주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,409,655,656,638,772
영업이익,50,109,77,95,138
영업이익(발표기준),50,109,77,95,138
세전계속사업이익,77,113,69,75,137
당기순이익,106,92,62,63,111
  당기순이익(지배),106,92,62,63,111
  당기순이익(비지배),,,,,
자산총계,330,583,540,725,745
부채총계,186,372,269,438,232
자본총계,144,210,271,287,513
  자본총계(지배),144,210,271,287,513
  자본총계(비지배),,,,,
자본금,42,84,84,84,84
영업활동현금흐름,112,-10,77,-50,127
투자활동현금흐름,-9,-199,-3,-8,-7
재무활동현금흐름,-107,212,-79,123,-161
CAPEX,0,203,4,10,5
FCF,112,-213,73,-60,122
이자발생부채,0,237,163,335,45
영업이익률,12.28,16.63,11.69,14.95,17.94
순이익률,25.78,13.98,9.52,9.94,14.42
ROE(%),112.67,51.64,25.95,22.76,27.84
ROA(%),34.95,20.06,11.12,10.03,15.15
부채비율,128.78,177.07,99.33,152.95,45.16
자본유보율,242.85,181.39,256.22,316.72,508.87
EPS(원),626,544,371,379,671
PER(배),4.07,9.49,23.56,23.24,22.80
BPS(원),857,"1,287","1,661","1,863","3,093"
PBR(배),2.98,4.01,5.25,4.72,4.95
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"16,851,962","16,851,962","16,851,962","16,584,962","16,584,962"
