주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,727","2,630","2,546","1,185","3,773","4,779","5,511","6,634"
영업이익,417,412,291,-250,"1,026","1,417","1,714","2,163"
영업이익(발표기준),417,412,291,-250,"1,026",,,
세전계속사업이익,431,434,306,-41,"1,742","1,514","1,787","2,325"
당기순이익,411,427,271,-82,"1,455","1,194","1,395","1,704"
  당기순이익(지배),411,427,271,-82,"1,455","1,099","1,395","1,704"
  당기순이익(비지배),,,,,,,,
자산총계,"3,153","3,582","4,449","5,492","7,119","7,801","9,144","9,900"
부채총계,"1,288","1,560","2,060","3,218","3,423","3,061","2,979","2,368"
자본총계,"1,864","2,022","2,389","2,274","3,696","4,740","6,166","7,532"
  자본총계(지배),"1,864","2,022","2,389","2,274","3,696","4,740","6,166","7,532"
  자본총계(비지배),,,,,,,,
자본금,241,241,241,241,241,240,240,241
영업활동현금흐름,571,-349,573,16,"1,107",910,"1,711","2,009"
투자활동현금흐름,-152,-491,-934,-846,69,-214,-256,-521
재무활동현금흐름,-240,455,393,876,-180,318,192,-345
CAPEX,154,256,604,539,233,331,460,520
FCF,418,-606,-30,-523,874,"1,159","1,494","1,350"
이자발생부채,150,605,"1,006","1,176",920,,,
영업이익률,15.29,15.65,11.43,-21.12,27.20,29.65,31.09,32.61
순이익률,15.07,16.24,10.64,-6.93,38.56,24.98,25.31,25.69
ROE(%),24.59,21.98,12.28,-3.52,48.74,26.05,25.58,24.88
ROA(%),12.78,12.69,6.74,-1.65,23.08,16.00,16.46,17.89
부채비율,69.10,77.17,86.23,141.51,92.59,64.58,48.32,31.44
자본유보율,625.32,701.04,792.12,746.35,"1,342.46",,,
EPS(원),851,885,561,-170,"3,016","2,277","2,891","3,532"
PER(배),15.97,7.29,14.43,N/A,6.96,9.77,7.70,6.30
BPS(원),"3,864","4,190","4,951","4,713","7,661","9,865","12,832","15,676"
PBR(배),3.52,1.54,1.64,1.74,2.74,2.26,1.73,1.42
현금DPS(원),100,100,70,0,155,210,230,320
현금배당수익률,0.74,1.55,0.86,0.00,0.74,0.94,1.03,1.44
현금배당성향(%),11.74,11.30,12.47,0.00,5.14,9.22,7.95,9.06
발행주식수(보통주),"48,249,212","48,249,212","48,249,212","48,249,212","48,249,212",,,
