주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,405,328,282,234,329
영업이익,41,-16,-1,-25,27
영업이익(발표기준),41,-16,-1,-25,27
세전계속사업이익,27,-39,-28,-49,8
당기순이익,23,-28,-22,-72,13
  당기순이익(지배),23,-28,-22,-72,13
  당기순이익(비지배),,,,,
자산총계,544,705,853,811,896
부채총계,155,338,504,530,585
자본총계,389,366,349,281,311
  자본총계(지배),389,366,349,281,311
  자본총계(비지배),,,,,
자본금,39,40,40,40,40
영업활동현금흐름,3,6,9,41,-7
투자활동현금흐름,-23,-173,-187,-54,-40
재무활동현금흐름,14,173,163,11,64
CAPEX,16,149,208,50,60
FCF,-13,-144,-198,-8,-67
이자발생부채,113,282,445,458,509
영업이익률,10.14,-4.79,-0.40,-10.70,8.13
순이익률,5.78,-8.43,-7.64,-30.64,3.84
ROE(%),6.35,-7.32,-6.02,-22.79,4.27
ROA(%),4.44,-4.43,-2.77,-8.62,1.48
부채비율,39.86,92.34,144.45,189.05,187.96
자본유보율,874.09,814.17,767.81,589.20,662.28
EPS(원),61,-71,-54,-179,31
PER(배),52.66,N/A,N/A,N/A,55.65
BPS(원),993,921,869,699,775
PBR(배),3.24,2.19,2.33,3.10,2.26
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"39,183,915","39,783,460","40,158,175","40,158,175","40,158,175"
