주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,133",884,"1,294","1,534","1,757"
영업이익,205,21,124,116,52
영업이익(발표기준),205,21,124,116,52
세전계속사업이익,198,22,127,124,39
당기순이익,146,-14,92,102,42
  당기순이익(지배),145,-15,89,102,42
  당기순이익(비지배),1,1,3,0,0
자산총계,"1,158","1,029","1,188","1,626","1,838"
부채총계,313,219,298,659,792
자본총계,845,810,890,966,"1,046"
  자본총계(지배),847,811,889,966,"1,004"
  자본총계(비지배),-1,,1,0,42
자본금,41,41,80,80,80
영업활동현금흐름,131,-56,187,244,169
투자활동현금흐름,-382,-27,37,-378,-417
재무활동현금흐름,356,-12,-23,255,39
CAPEX,145,87,104,346,153
FCF,-14,-143,84,-103,16
이자발생부채,54,63,76,354,425
영업이익률,18.08,2.33,9.56,7.57,2.95
순이익률,12.89,-1.64,7.09,6.62,2.40
ROE(%),23.25,-1.85,10.43,10.98,4.29
ROA(%),16.48,-1.32,8.27,7.22,2.43
부채비율,36.97,27.02,33.55,68.24,75.70
자본유보율,"1,994.38","1,954.42","1,000.08","1,097.74","1,127.73"
EPS(원),"1,022",-95,551,640,265
PER(배),8.71,N/A,15.60,12.48,35.31
BPS(원),"5,220","5,044","5,581","6,065","6,302"
PBR(배),1.71,0.80,1.54,1.32,1.49
현금DPS(원),0,100,140,140,70
현금배당수익률,0.00,2.48,1.63,1.75,0.75
현금배당성향(%),0.00,-103.70,25.16,21.89,26.38
발행주식수(보통주),"16,220,132","16,220,132","15,930,310","15,930,310","15,930,310"
