주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,555","1,662","1,507","1,148","1,322"
영업이익,8,11,5,-5,0
영업이익(발표기준),8,11,5,-5,0
세전계속사업이익,26,30,108,62,18
당기순이익,21,24,83,48,14
  당기순이익(지배),21,24,83,48,14
  당기순이익(비지배),,,,,
자산총계,799,752,837,837,826
부채총계,102,48,67,41,38
자본총계,698,704,770,796,789
  자본총계(지배),698,704,770,796,789
  자본총계(비지배),,,,,
자본금,15,15,15,15,15
영업활동현금흐름,16,50,7,17,-6
투자활동현금흐름,1,48,-2,0,26
재무활동현금흐름,-15,-75,-22,-26,-25
CAPEX,1,2,5,1,3
FCF,15,48,3,16,-9
이자발생부채,60,0,6,4,4
영업이익률,0.48,0.66,0.33,-0.43,-0.02
순이익률,1.33,1.43,5.50,4.17,1.06
ROE(%),2.97,3.38,11.25,6.12,1.76
ROA(%),2.60,3.06,10.44,5.73,1.68
부채비율,14.56,6.76,8.65,5.18,4.75
자본유보율,"4,592.74","4,641.63","5,078.89","5,252.15","5,205.21"
EPS(원),138,158,553,319,93
PER(배),20.16,17.12,9.70,22.60,76.78
BPS(원),"4,797","4,844","5,296","5,474","5,426"
PBR(배),0.58,0.56,1.01,1.32,1.32
현금DPS(원),100,120,150,150,100
현금배당수익률,3.60,4.44,2.80,2.08,1.40
현금배당성향(%),70.43,73.63,26.30,45.52,103.95
발행주식수(보통주),"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000"
