주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,205,182,180,196,203
영업이익,-86,-184,-101,-87,-246
영업이익(발표기준),-86,-184,-101,-87,-246
세전계속사업이익,428,-389,-214,550,956
당기순이익,321,-369,-208,438,698
  당기순이익(지배),339,-336,-177,462,777
  당기순이익(비지배),-18,-33,-31,-24,-79
자산총계,"1,103","1,296","1,157","1,613","4,661"
부채총계,278,608,537,527,788
자본총계,825,688,620,"1,086","3,873"
  자본총계(지배),850,725,688,"1,163","3,933"
  자본총계(비지배),-25,,-68,-77,-60
자본금,95,107,117,119,159
영업활동현금흐름,-50,-134,-59,-81,-198
투자활동현금흐름,-141,-425,34,356,"-1,747"
재무활동현금흐름,168,547,53,-93,"2,012"
CAPEX,5,2,3,4,23
FCF,-55,-136,-62,-84,-221
이자발생부채,93,421,355,233,197
영업이익률,-41.97,-101.08,-56.10,-44.15,-121.30
순이익률,156.32,-203.17,-115.26,223.21,343.90
ROE(%),54.16,-42.69,-25.05,49.96,30.49
ROA(%),40.58,-30.78,-16.95,31.66,22.24
부채비율,33.76,88.37,86.55,48.48,20.34
자본유보율,759.43,568.09,484.53,883.41,"2,380.00"
EPS(원),"1,801","-1,677",-796,"1,976","2,509"
PER(배),8.19,N/A,N/A,13.51,11.16
BPS(원),"4,480","3,401","2,953","4,919","12,411"
PBR(배),3.29,2.97,2.28,5.43,2.26
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"19,040,402","21,377,405","23,370,146","23,707,586","31,753,722"
