주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,670,647,742,690,905
영업이익,13,-11,-26,-58,54
영업이익(발표기준),13,-11,-26,-58,54
세전계속사업이익,29,-10,-188,235,61
당기순이익,30,-13,-148,196,46
  당기순이익(지배),30,-13,-148,196,46
  당기순이익(비지배),,,,,
자산총계,815,837,739,979,948
부채총계,316,342,361,392,303
자본총계,499,495,378,587,645
  자본총계(지배),499,495,378,587,645
  자본총계(비지배),,,,,
자본금,89,89,89,89,89
영업활동현금흐름,-21,16,25,56,31
투자활동현금흐름,5,-4,-46,47,-11
재무활동현금흐름,-26,18,-3,-40,-46
CAPEX,9,20,10,2,4
FCF,-30,-4,14,53,27
이자발생부채,140,158,158,118,72
영업이익률,1.93,-1.75,-3.48,-8.40,6.01
순이익률,4.54,-1.98,-19.93,28.41,5.05
ROE(%),6.27,-2.58,-33.88,40.61,7.42
ROA(%),3.74,-1.55,-18.77,22.81,4.75
부채비율,63.24,69.11,95.33,66.82,46.99
자본유보율,468.78,453.49,285.65,506.58,562.86
EPS(원),171,-72,-833,"1,104",258
PER(배),36.54,N/A,N/A,8.83,28.53
BPS(원),"2,831","2,805","2,144","3,326","3,657"
PBR(배),2.21,2.40,2.92,2.93,2.01
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"17,747,882","17,747,882","17,747,882","17,747,882","17,747,882"
