주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,199,99,179,732,999
영업이익,-2,-109,-80,19,47
영업이익(발표기준),-2,-109,-80,19,47
세전계속사업이익,-71,-85,-365,15,91
당기순이익,-72,-98,-373,11,84
  당기순이익(지배),-64,-93,-373,-6,82
  당기순이익(비지배),-8,-6,0,17,2
자산총계,650,496,650,701,964
부채총계,305,266,493,306,473
자본총계,345,230,157,394,491
  자본총계(지배),373,264,52,274,480
  자본총계(비지배),-28,-34,105,121,11
자본금,94,102,122,173,198
영업활동현금흐름,-51,-18,5,-26,-27
투자활동현금흐름,-45,-14,-172,14,-189
재무활동현금흐름,66,92,248,41,312
CAPEX,8,6,12,16,23
FCF,-58,-24,-7,-42,-49
이자발생부채,164,137,247,69,136
영업이익률,-1.08,-110.13,-44.91,2.57,4.75
순이익률,-35.99,-99.30,-208.09,1.45,8.44
ROE(%),-15.24,-29.11,-236.04,-3.89,21.71
ROA(%),-10.63,-17.19,-65.11,1.57,10.13
부채비율,88.24,115.41,313.22,77.66,96.46
자본유보율,416.92,338.81,133.43,183.44,191.89
EPS(원),-350,-467,"-1,733",-22,210
PER(배),N/A,N/A,N/A,N/A,31.97
BPS(원),"1,981","1,292",213,793,"1,212"
PBR(배),4.94,7.03,28.08,7.54,5.53
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"18,833,437","20,428,011","24,335,499","34,521,481","39,606,973"
