주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,729","1,817","1,912","2,294","2,856","3,152","3,453","3,784"
영업이익,173,60,109,150,160,237,260,297
영업이익(발표기준),173,60,109,150,160,,,
세전계속사업이익,218,-103,192,221,921,231,264,310
당기순이익,97,-29,228,124,663,207,221,262
  당기순이익(지배),116,30,253,168,563,176,187,223
  당기순이익(비지배),-19,-59,-25,-44,100,,,
자산총계,"4,644","4,565","5,120","5,701","8,142","8,347","8,638","9,014"
부채총계,"2,871","2,961","3,122","3,365","4,495","4,493","4,563","4,677"
자본총계,"1,773","1,604","1,998","2,336","3,647","3,854","4,075","4,337"
  자본총계(지배),"1,794","1,674","1,957","2,322","3,390","3,566","3,754","3,976"
  자본총계(비지배),-21,-70,41,14,257,,,
자본금,245,272,309,345,345,345,345,345
영업활동현금흐름,-685,-180,-240,236,249,215,192,217
투자활동현금흐름,122,-182,-33,61,411,-50,-98,-123
재무활동현금흐름,538,161,446,-227,375,-159,-88,-60
CAPEX,4,59,44,21,60,12,15,21
FCF,-689,-238,-284,215,189,269,227,239
이자발생부채,"1,536","1,660","2,178","2,538","2,712",,,
영업이익률,9.98,3.28,5.70,6.52,5.59,7.52,7.53,7.85
순이익률,5.63,-1.61,11.92,5.41,23.23,6.57,6.40,6.92
ROE(%),7.02,1.74,13.96,7.87,19.72,5.06,5.11,5.77
ROA(%),2.28,-0.63,4.71,2.29,9.58,2.51,2.60,2.97
부채비율,161.98,184.61,156.30,144.05,123.27,116.58,111.98,107.84
자본유보율,629.86,616.49,637.86,679.49,844.66,,,
EPS(원),208,51,418,255,817,255,271,323
PER(배),23.17,69.34,7.58,18.91,18.06,33.61,31.64,26.53
BPS(원),"3,040","2,914","3,282","3,477","5,075","5,339","5,620","5,953"
PBR(배),1.59,1.21,0.96,1.39,2.91,1.61,1.53,1.44
현금DPS(원),0,0,0,,,0,0,0
현금배당수익률,0.00,0.00,0.00,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"59,014,789","59,597,240","61,763,715","68,949,040","68,949,040",,,
