주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,592,535,446,350,406
영업이익,69,31,-15,1,23
영업이익(발표기준),69,31,-15,1,23
세전계속사업이익,66,43,-14,5,29
당기순이익,58,39,-15,4,26
  당기순이익(지배),58,39,-15,4,26
  당기순이익(비지배),,,,,
자산총계,614,589,559,618,646
부채총계,146,114,106,118,119
자본총계,468,475,453,500,527
  자본총계(지배),468,475,453,500,527
  자본총계(비지배),,,,,
자본금,27,27,27,27,53
영업활동현금흐름,74,71,17,16,31
투자활동현금흐름,-84,-126,-24,-90,-10
재무활동현금흐름,65,-44,-8,67,-4
CAPEX,34,42,28,42,56
FCF,40,29,-11,-26,-24
이자발생부채,49,37,39,64,63
영업이익률,11.63,5.87,-3.37,0.20,5.71
순이익률,9.81,7.29,-3.33,1.22,6.29
ROE(%),14.90,8.27,-3.20,0.90,4.97
ROA(%),10.46,6.49,-2.59,0.73,4.04
부채비율,31.12,23.91,23.52,23.59,22.65
자본유보율,"1,640.93","1,766.82","1,692.21","1,760.97",872.73
EPS(원),613,365,-139,40,239
PER(배),14.51,15.56,N/A,280.48,76.40
BPS(원),"4,377","4,552","4,345","4,679","4,925"
PBR(배),2.03,1.25,1.11,2.40,3.71
현금DPS(원),50,50,25,25,50
현금배당수익률,0.56,0.88,0.52,0.22,0.27
현금배당성향(%),9.21,13.09,-17.08,62.33,20.93
발행주식수(보통주),"10,690,180","10,690,180","10,690,180","10,690,180","10,690,180"
