주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,81,88,124,175,53
영업이익,-52,-65,-42,-5,-76
영업이익(발표기준),-52,-65,-42,-5,-76
세전계속사업이익,-61,-65,-47,-32,-77
당기순이익,-63,-65,-50,-32,-77
  당기순이익(지배),-63,-65,-50,-32,-77
  당기순이익(비지배),,,,,
자산총계,153,199,263,559,516
부채총계,49,144,147,291,326
자본총계,104,54,116,268,190
  자본총계(지배),104,54,116,268,190
  자본총계(비지배),,,,,
자본금,70,70,106,106,106
영업활동현금흐름,-45,-42,9,-4,6
투자활동현금흐름,-7,-82,-5,-365,19
재무활동현금흐름,20,114,85,270,-22
CAPEX,11,83,15,5,1
FCF,-55,-125,-7,-8,5
이자발생부채,20,114,112,254,285
영업이익률,-64.25,-74.44,-33.88,-2.91,-143.74
순이익률,-77.99,-73.86,-40.66,-18.06,-145.96
ROE(%),,-81.68,-58.90,-16.47,-33.58
ROA(%),,-36.85,-21.74,-7.69,-14.31
부채비율,46.71,264.87,126.88,108.49,171.60
자본유보율,75.61,-17.74,15.49,157.26,84.57
EPS(원),-450,-463,-348,-149,-363
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),771,390,548,"1,267",898
PBR(배),2.61,2.54,5.17,2.08,1.60
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"13,966,340","13,966,340","21,163,148","21,163,148","21,163,148"
