주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,560,605,661,715,796
영업이익,44,57,72,46,50
영업이익(발표기준),44,57,72,46,50
세전계속사업이익,32,48,70,38,52
당기순이익,25,38,55,32,64
  당기순이익(지배),25,38,55,32,64
  당기순이익(비지배),,,,,
자산총계,532,622,667,813,"1,294"
부채총계,354,400,401,348,719
자본총계,178,222,266,465,575
  자본총계(지배),178,222,266,465,575
  자본총계(비지배),,,,,
자본금,42,44,44,55,55
영업활동현금흐름,40,49,75,-9,72
투자활동현금흐름,-51,-19,-15,-47,-129
재무활동현금흐름,21,-1,-28,120,454
CAPEX,17,17,13,20,26
FCF,23,32,62,-28,46
이자발생부채,170,188,171,140,537
영업이익률,7.94,9.40,10.94,6.44,6.30
순이익률,4.49,6.33,8.36,4.42,8.00
ROE(%),14.57,19.11,22.64,8.64,12.25
ROA(%),5.01,6.63,8.57,4.27,6.04
부채비율,198.95,179.80,150.95,74.87,125.17
자본유보율,287.18,316.81,401.00,689.70,906.35
EPS(원),299,444,629,323,584
PER(배),,,,68.70,83.15
BPS(원),"2,120","2,532","3,028","4,264","5,269"
PBR(배),0.00,0.00,0.00,5.21,9.21
현금DPS(원),75,50,50,50,50
현금배당수익률,,,,0.23,0.10
현금배당성향(%),25.06,11.47,7.95,17.26,8.56
발행주식수(보통주),"8,400,000","8,785,411","8,785,411","10,906,701","10,906,701"
