주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,076","1,175","1,381","1,430","1,666"
영업이익,2,-39,37,-63,-74
영업이익(발표기준),2,-39,37,-63,-74
세전계속사업이익,9,-88,560,-83,-127
당기순이익,12,-100,440,-91,-114
  당기순이익(지배),13,-102,436,-90,-119
  당기순이익(비지배),-1,3,3,-1,5
자산총계,"1,454","1,747","2,415","5,349","3,501"
부채총계,518,849,962,"1,511","1,158"
자본총계,936,898,"1,453","3,837","2,343"
  자본총계(지배),869,809,"1,359","3,741","2,227"
  자본총계(비지배),67,,95,96,116
자본금,152,155,155,162,162
영업활동현금흐름,18,-186,0,132,40
투자활동현금흐름,-87,-29,-56,-76,-29
재무활동현금흐름,58,310,7,-11,-31
CAPEX,29,40,46,30,27
FCF,-11,-226,-46,102,13
이자발생부채,279,441,470,380,367
영업이익률,0.19,-3.34,2.68,-4.40,-4.47
순이익률,1.07,-8.47,31.84,-6.35,-6.83
ROE(%),1.60,-12.17,40.27,-3.52,-3.97
ROA(%),0.80,-6.22,21.13,-2.34,-2.57
부채비율,55.28,94.55,66.18,39.39,49.40
자본유보율,470.68,431.82,720.88,735.65,662.60
EPS(원),44,-332,"1,410",-281,-365
PER(배),249.47,N/A,5.94,N/A,N/A
BPS(원),"2,909","2,658","4,446","11,711","6,958"
PBR(배),3.76,3.91,1.89,0.88,0.92
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"30,355,332","30,915,143","31,029,957","32,414,435","32,474,435"
