주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,79,97,69,113,219
영업이익,5,21,-4,14,95
영업이익(발표기준),5,21,-4,14,95
세전계속사업이익,4,21,-4,15,95
당기순이익,5,16,-2,13,76
  당기순이익(지배),5,16,-2,13,76
  당기순이익(비지배),0,0,0,0,0
자산총계,488,508,509,519,626
부채총계,9,6,9,6,37
자본총계,479,502,500,513,589
  자본총계(지배),479,502,500,513,589
  자본총계(비지배),,,,,
자본금,200,200,200,200,200
영업활동현금흐름,22,22,-1,50,38
투자활동현금흐름,9,-30,1,-19,-12
재무활동현금흐름,-12,0,-1,-2,-1
CAPEX,0,0,0,0,0
FCF,,,,,
이자발생부채,0,0,0,0,0
영업이익률,6.09,21.18,-6.36,12.50,43.57
순이익률,6.76,16.55,-2.52,11.69,34.91
ROE(%),1.08,3.27,-0.35,2.62,13.87
ROA(%),1.05,3.22,-0.34,2.58,13.35
부채비율,1.86,1.23,1.83,1.13,6.28
자본유보율,139.38,150.79,150.05,156.47,194.29
EPS(원),13,40,-4,33,191
PER(배),174.72,42.05,N/A,58.68,15.42
BPS(원),"1,197","1,254","1,250","1,282","1,471"
PBR(배),1.94,1.34,1.60,1.52,2.00
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000"
