주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,629,563,730,644,550
영업이익,14,-9,10,-21,-67
영업이익(발표기준),14,-9,10,-21,-67
세전계속사업이익,16,-5,13,-19,-63
당기순이익,14,-4,11,-13,-49
  당기순이익(지배),14,-4,11,-13,-49
  당기순이익(비지배),,,,,
자산총계,661,603,687,700,663
부채총계,135,86,158,190,201
자본총계,526,517,528,510,462
  자본총계(지배),526,517,528,510,462
  자본총계(비지배),,,,,
자본금,174,174,174,174,174
영업활동현금흐름,2,51,-24,55,-18
투자활동현금흐름,-33,-3,-4,-16,-13
재무활동현금흐름,2,-24,26,35,-1
CAPEX,14,2,23,15,1
FCF,-12,49,-46,40,-19
이자발생부채,28,8,47,85,84
영업이익률,2.24,-1.63,1.36,-3.20,-12.25
순이익률,2.28,-0.63,1.49,-2.03,-8.83
ROE(%),2.77,-0.68,2.08,-2.51,-10.01
ROA(%),2.17,-0.56,1.69,-1.88,-7.13
부채비율,25.64,16.59,29.97,37.28,43.61
자본유보율,206.02,201.19,207.37,196.98,169.12
EPS(원),41,-10,31,-37,-139
PER(배),27.38,N/A,62.76,N/A,N/A
BPS(원),"1,552","1,527","1,559","1,505","1,362"
PBR(배),0.73,1.03,1.26,1.84,1.35
현금DPS(원),15,0,15,,
현금배당수익률,1.33,0.00,0.77,,
현금배당성향(%),35.51,0.00,46.65,0.00,
발행주식수(보통주),"34,895,243","34,895,243","34,895,243","34,895,243","34,895,243"
