주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,364,421,385,421,496
영업이익,43,41,41,48,68
영업이익(발표기준),43,41,41,48,68
세전계속사업이익,29,27,43,51,73
당기순이익,28,17,38,44,65
  당기순이익(지배),28,19,37,44,59
  당기순이익(비지배),,-2,1,0,6
자산총계,396,420,449,463,527
부채총계,57,66,84,67,75
자본총계,338,354,365,396,452
  자본총계(지배),338,353,363,394,444
  자본총계(비지배),,,2,2,8
자본금,121,121,121,121,121
영업활동현금흐름,51,46,46,68,85
투자활동현금흐름,-56,-26,-30,-47,-58
재무활동현금흐름,-12,-3,-32,-20,-19
CAPEX,9,22,8,12,9
FCF,42,24,38,56,75
이자발생부채,0,0,19,17,14
영업이익률,11.92,9.71,10.75,11.30,13.69
순이익률,7.66,4.01,9.90,10.54,13.14
ROE(%),8.54,5.55,10.41,11.67,14.20
ROA(%),6.98,4.15,8.78,9.74,13.17
부채비율,16.98,18.53,23.07,17.03,16.68
자본유보율,206.00,223.95,251.53,272.39,311.72
EPS(원),116,79,154,183,246
PER(배),26.00,32.62,14.95,14.84,15.58
BPS(원),"1,484","1,546","1,638","1,785","2,012"
PBR(배),2.03,1.68,1.41,1.52,1.91
현금DPS(원),30,30,60,60,80
현금배당수익률,1.00,1.16,2.60,2.21,2.09
현금배당성향(%),24.49,35.72,35.68,29.99,29.68
발행주식수(보통주),"24,154,730","24,154,730","24,154,730","24,154,730","24,154,730"
