주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,311","4,182","4,622","3,703","4,427","5,072","5,913","5,810"
영업이익,16,84,3,-176,108,188,320,357
영업이익(발표기준),16,84,3,-176,108,,,
세전계속사업이익,-29,-18,-187,-341,67,120,296,324
당기순이익,-24,-19,-181,-322,41,118,300,
  당기순이익(지배),-24,-19,-181,-322,41,125,240,269
  당기순이익(비지배),0,0,0,0,0,,,
자산총계,"3,436","3,983","3,545","3,407","3,120","3,504","4,082",
부채총계,"2,141","2,704","2,482","2,590","2,130","2,416","2,694",
자본총계,"1,296","1,279","1,063",817,990,"1,088","1,388",
  자본총계(지배),"1,295","1,278","1,062",816,990,"1,087","1,388",
  자본총계(비지배),1,,1,1,1,,,
자본금,55,56,59,64,74,74,74,
영업활동현금흐름,158,67,241,128,395,395,406,
투자활동현금흐름,-479,-297,-255,-284,-85,-221,-185,
재무활동현금흐름,351,276,-8,133,-281,69,62,
CAPEX,492,248,259,243,239,200,180,
FCF,-333,-181,-18,-115,156,,,
이자발생부채,"1,235","1,507","1,489","1,575","1,214",,,
영업이익률,0.50,2.00,0.06,-4.76,2.44,3.71,5.42,6.14
순이익률,-0.71,-0.46,-3.92,-8.69,0.93,2.33,5.07,
ROE(%),-1.77,-1.51,-15.50,-34.26,4.58,12.01,19.39,
ROA(%),-0.74,-0.52,-4.82,-9.26,1.27,3.56,7.91,
부채비율,165.23,211.45,233.48,317.11,215.11,222.06,194.09,
자본유보율,"2,378.94","2,286.89","1,803.18","1,276.98","1,283.05",,,
EPS(원),-200,-165,"-1,537","-2,685",285,843,"1,622","1,818"
PER(배),N/A,N/A,N/A,N/A,31.67,11.87,6.16,5.50
BPS(원),"11,122","10,980","9,127","6,412","6,764","7,431","9,488",
PBR(배),1.15,0.70,0.72,1.13,1.34,1.35,1.05,
현금DPS(원),0,0,50,0,,0,0,
현금배당수익률,0.00,0.00,0.76,0.00,,0.00,0.00,
현금배당성향(%),0.00,0.00,-3.21,0.00,,,,
발행주식수(보통주),"11,803,281","11,803,281","11,803,281","12,891,655","14,792,803",,,
