주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"14,936","14,908","15,908","16,616","18,067"
영업이익,631,670,844,834,938
영업이익(발표기준),631,670,844,834,938
세전계속사업이익,503,730,866,653,"1,276"
당기순이익,196,630,672,413,964
  당기순이익(지배),6,254,226,20,454
  당기순이익(비지배),190,376,447,393,511
자산총계,"8,871","8,489","9,565","10,168","12,567"
부채총계,"4,166","3,329","3,826","4,278","5,896"
자본총계,"4,704","5,161","5,738","5,890","6,671"
  자본총계(지배),"2,525","2,727","2,913","2,870","3,315"
  자본총계(비지배),"2,180",,"2,826","3,020","3,356"
자본금,69,69,69,69,69
영업활동현금흐름,924,735,"1,004",724,"1,216"
투자활동현금흐름,-925,-492,-313,-821,"-2,011"
재무활동현금흐름,-296,-192,-408,-96,"1,339"
CAPEX,765,514,467,685,690
FCF,159,221,538,39,526
이자발생부채,"1,536","1,211","1,437","1,741","3,420"
영업이익률,4.22,4.49,5.31,5.02,5.19
순이익률,1.31,4.23,4.23,2.48,5.34
ROE(%),0.19,9.68,8.01,0.68,14.67
ROA(%),2.21,7.26,7.45,4.18,8.48
부채비율,88.56,64.50,66.68,72.64,88.38
자본유보율,"8,394.57","8,903.55","9,209.78","9,204.31","9,847.43"
EPS(원),58,"1,852","1,646",144,"3,308"
PER(배),268.33,5.64,6.44,58.79,2.77
BPS(원),"19,133","20,832","22,412","22,570","26,268"
PBR(배),0.81,0.50,0.47,0.37,0.35
현금DPS(원),100,120,140,140,150
현금배당수익률,0.65,1.15,1.32,1.66,1.64
현금배당성향(%),218.86,6.19,8.06,90.40,4.17
발행주식수(보통주),"13,718,304","13,718,304","13,718,304","13,718,304","13,718,304"
