주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,307,266,206,226,416
영업이익,78,50,20,7,52
영업이익(발표기준),78,50,20,7,52
세전계속사업이익,73,51,24,9,46
당기순이익,62,45,25,13,43
  당기순이익(지배),62,45,25,13,43
  당기순이익(비지배),,,,,
자산총계,461,467,482,483,513
부채총계,68,33,48,52,67
자본총계,394,434,434,432,446
  자본총계(지배),394,434,434,432,446
  자본총계(비지배),,,,,
자본금,33,35,35,51,51
영업활동현금흐름,28,71,34,44,31
투자활동현금흐름,-29,-66,-25,38,-6
재무활동현금흐름,-17,-26,-24,-7,-41
CAPEX,28,23,5,2,16
FCF,-1,48,30,42,16
이자발생부채,30,5,8,18,9
영업이익률,25.33,18.76,9.61,2.91,12.39
순이익률,20.05,16.93,12.01,5.68,10.30
ROE(%),18.49,10.87,5.71,2.97,9.78
ROA(%),14.11,9.69,5.22,2.67,8.61
부채비율,17.18,7.67,11.11,11.98,15.10
자본유보율,"1,135.15","1,218.93","1,245.41",779.16,845.79
EPS(원),725,440,240,128,440
PER(배),12.48,11.75,21.49,47.48,27.14
BPS(원),"4,076","4,321","4,361","4,502","4,780"
PBR(배),2.22,1.20,1.18,1.35,2.50
현금DPS(원),168,134,67,100,150
현금배당수익률,1.86,2.60,1.31,1.65,1.26
현금배당성향(%),26.14,29.59,26.47,74.52,32.59
발행주식수(보통주),"9,834,737","10,335,240","10,335,240","9,748,596","9,748,596"
