주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,484,511,563,426,465
영업이익,32,9,38,26,44
영업이익(발표기준),32,9,38,26,44
세전계속사업이익,13,11,42,-63,52
당기순이익,13,17,44,-50,55
  당기순이익(지배),13,17,44,-50,55
  당기순이익(비지배),,,,,
자산총계,320,530,586,727,937
부채총계,269,459,318,508,500
자본총계,50,71,268,219,437
  자본총계(지배),50,71,268,219,437
  자본총계(비지배),,,,,
자본금,24,25,31,32,40
영업활동현금흐름,27,-81,38,49,116
투자활동현금흐름,-37,-35,-65,-137,-268
재무활동현금흐름,5,111,70,121,155
CAPEX,44,31,42,45,258
FCF,-17,-112,-4,4,-142
이자발생부채,179,280,213,426,421
영업이익률,6.55,1.79,6.80,6.09,9.44
순이익률,2.63,3.32,7.89,-11.67,11.88
ROE(%),,28.08,26.22,-20.41,16.83
ROA(%),,4.00,7.96,-7.58,6.64
부채비율,534.15,650.64,118.39,231.85,114.34
자본유보율,131.59,203.99,774.76,614.82,"1,017.32"
EPS(원),287,346,854,-787,771
PER(배),,,13.82,N/A,22.24
BPS(원),"1,060","1,422","4,267","3,451","5,518"
PBR(배),0.00,0.00,2.77,4.09,3.11
현금DPS(원),0,0,0,0,
현금배당수익률,,,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"4,390,064","4,484,416","6,285,432","6,345,432","7,925,395"
