주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,33,12,11,7,16
영업이익,-41,-83,-161,-150,-207
영업이익(발표기준),-41,-83,-161,-150,-207
세전계속사업이익,-40,-77,-158,-149,-207
당기순이익,-43,-81,-158,-149,-207
  당기순이익(지배),-43,-81,-158,-149,-207
  당기순이익(비지배),,,,,
자산총계,152,387,299,324,877
부채총계,22,18,31,25,30
자본총계,130,370,268,299,847
  자본총계(지배),130,370,268,299,847
  자본총계(비지배),,,,,
자본금,29,32,33,34,39
영업활동현금흐름,-18,-63,-100,-98,-148
투자활동현금흐름,37,-249,159,52,-580
재무활동현금흐름,2,298,11,109,706
CAPEX,32,3,8,24,6
FCF,-50,-66,-108,-122,-154
이자발생부채,8,0,1,1,1
영업이익률,-121.70,-720.21,"-1,434.11","-2,098.70","-1,297.88"
순이익률,-130.09,-696.46,"-1,402.71","-2,086.95","-1,295.49"
ROE(%),-29.08,-32.24,-49.51,-52.53,-36.13
ROA(%),-25.97,-29.90,-46.01,-47.79,-34.46
부채비율,16.73,4.74,11.56,8.43,3.55
자본유보율,306.63,973.16,569.03,537.48,"1,718.20"
EPS(원),-747,"-1,262","-2,426","-2,268","-3,013"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"2,238","5,775","4,110","4,448","10,785"
PBR(배),25.78,17.32,13.04,24.96,8.40
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"5,836,135","6,436,799","6,516,249","6,722,575","7,852,427"
