주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,245,231,235,229,226
영업이익,3,14,2,4,14
영업이익(발표기준),3,14,2,4,14
세전계속사업이익,4,18,7,6,24
당기순이익,4,13,5,4,18
  당기순이익(지배),4,13,5,4,18
  당기순이익(비지배),,,,,
자산총계,425,435,429,460,519
부채총계,16,23,28,54,69
자본총계,409,412,401,406,450
  자본총계(지배),409,412,401,406,450
  자본총계(비지배),,,,,
자본금,49,49,49,49,49
영업활동현금흐름,26,34,22,24,34
투자활동현금흐름,-31,-33,5,-39,-53
재무활동현금흐름,-7,-12,-13,27,12
CAPEX,14,14,9,39,25
FCF,12,20,13,-15,9
이자발생부채,0,0,2,36,35
영업이익률,1.23,6.29,0.94,1.63,6.28
순이익률,1.64,5.78,2.08,1.94,8.15
ROE(%),0.98,3.25,1.20,1.10,4.30
ROA(%),0.94,3.10,1.13,1.00,3.76
부채비율,3.88,5.60,7.01,13.33,15.42
자본유보율,731.79,751.20,749.85,749.32,799.78
EPS(원),41,137,50,46,189
PER(배),147.03,30.14,69.47,92.34,57.52
BPS(원),"4,194","4,300","4,253","4,310","4,727"
PBR(배),1.44,0.96,0.82,0.98,2.30
현금DPS(원),50,60,50,50,70
현금배당수익률,0.83,1.46,1.44,1.19,0.65
현금배당성향(%),121.92,43.15,96.37,105.76,36.21
발행주식수(보통주),"9,756,088","9,756,088","9,756,088","9,756,088","9,756,088"
