주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,,14,15,25,72
영업이익,,-36,-42,-61,-87
영업이익(발표기준),,-36,-42,-61,-87
세전계속사업이익,,-24,-68,-82,-84
당기순이익,,-24,-69,-82,-84
  당기순이익(지배),,-24,-69,-82,-84
  당기순이익(비지배),,,,,
자산총계,,111,134,494,439
부채총계,,139,99,79,99
자본총계,,-28,36,414,340
  자본총계(지배),,-28,36,414,340
  자본총계(비지배),,,,,
자본금,,50,80,122,124
영업활동현금흐름,,-34,-36,-54,-75
투자활동현금흐름,,-24,-73,21,-174
재무활동현금흐름,,99,58,407,19
CAPEX,,9,49,5,30
FCF,,-43,-85,-60,-105
이자발생부채,,4,39,56,72
영업이익률,,-257.24,-287.57,-246.20,-121.90
순이익률,,-173.78,-464.61,-331.86,-117.70
ROE(%),,,"-1,695.71",-36.54,-22.35
ROA(%),,,-55.94,-26.19,-18.08
부채비율,,-500.39,275.10,19.17,29.03
자본유보율,,-155.24,-55.65,235.31,165.72
EPS(원),,-415,-809,-862,-682
PER(배),,,,N/A,N/A
BPS(원),,-354,398,"3,393","2,735"
PBR(배),,0.00,0.00,9.17,5.92
현금DPS(원),0,0,0,0,
현금배당수익률,,,,0.00,
현금배당성향(%),,0.00,0.00,0.00,
발행주식수(보통주),"5,020,000","5,020,000","7,972,620","12,215,562","12,430,912"
