주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,196,240,329,333,404
영업이익,32,38,68,46,58
영업이익(발표기준),32,38,68,46,58
세전계속사업이익,37,30,76,10,67
당기순이익,32,25,66,8,61
  당기순이익(지배),32,25,66,8,61
  당기순이익(비지배),,,,,
자산총계,243,407,533,771,683
부채총계,142,279,332,267,122
자본총계,102,128,201,504,561
  자본총계(지배),102,128,201,504,561
  자본총계(비지배),,,,,
자본금,0,0,7,9,9
영업활동현금흐름,14,47,28,49,56
투자활동현금흐름,-55,-165,-52,-67,-22
재무활동현금흐름,24,128,38,207,-148
CAPEX,52,158,51,80,25
FCF,-38,-111,-22,-31,31
이자발생부채,105,229,274,214,83
영업이익률,16.52,15.96,20.76,13.67,14.26
순이익률,16.56,10.57,20.00,2.30,15.20
ROE(%),38.11,22.19,39.97,2.17,11.54
ROA(%),14.72,7.83,13.99,1.17,8.45
부채비율,139.49,218.63,164.75,52.91,21.80
자본유보율,"20,223.27","25,425.01","2,937.22","5,546.89","6,184.65"
EPS(원),472,362,924,105,671
PER(배),,,,131.04,20.26
BPS(원),"1,478","1,793","2,829","5,496","6,279"
PBR(배),0.00,0.00,0.00,2.49,2.17
현금DPS(원),0,0,0,100,100
현금배당수익률,,,,0.73,0.74
현금배당성향(%),0.00,0.00,0.00,58.40,14.54
발행주식수(보통주),"6,500,000","6,500,000","6,630,000","8,931,800","8,931,800"
