주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,493,566,601,"1,066",858
영업이익,42,42,46,230,124
영업이익(발표기준),42,42,46,230,124
세전계속사업이익,38,42,46,221,143
당기순이익,40,47,55,200,126
  당기순이익(지배),40,47,55,200,126
  당기순이익(비지배),,,,,
자산총계,344,463,630,726,840
부채총계,188,176,305,201,230
자본총계,157,287,325,525,610
  자본총계(지배),157,287,325,525,610
  자본총계(비지배),,,,,
자본금,49,57,57,57,57
영업활동현금흐름,24,30,30,101,104
투자활동현금흐름,-41,-20,-38,-67,-74
재무활동현금흐름,28,34,33,-16,-41
CAPEX,40,2,18,4,10
FCF,-16,28,12,96,94
이자발생부채,70,12,61,50,51
영업이익률,8.45,7.43,7.61,21.57,14.45
순이익률,8.09,8.22,9.11,18.75,14.64
ROE(%),31.70,20.99,17.88,47.00,22.11
ROA(%),12.83,11.53,10.01,29.46,16.02
부채비율,119.80,61.40,93.86,38.26,37.77
자본유보율,220.14,406.42,490.58,844.36,"1,026.50"
EPS(원),413,466,483,"1,765","1,108"
PER(배),,14.69,17.27,9.63,10.83
BPS(원),"1,601","2,532","2,906","4,694","5,527"
PBR(배),0.00,2.71,2.87,3.62,2.17
현금DPS(원),80,50,50,200,140
현금배당수익률,,0.73,0.60,1.18,1.17
현금배당성향(%),19.59,12.17,6.94,11.20,12.31
발행주식수(보통주),"9,780,610","11,325,610","11,325,610","11,325,610","11,325,610"
