주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,657,968,921,948,783
영업이익,23,33,37,45,-84
영업이익(발표기준),23,33,37,45,-84
세전계속사업이익,-34,19,14,-52,-114
당기순이익,-20,13,12,-43,-91
  당기순이익(지배),-14,8,8,-40,-95
  당기순이익(비지배),-6,5,5,-3,5
자산총계,"1,439","1,670","1,727","1,658","1,593"
부채총계,581,756,807,780,754
자본총계,858,914,919,878,839
  자본총계(지배),856,871,873,835,784
  자본총계(비지배),3,,46,43,54
자본금,38,38,38,38,40
영업활동현금흐름,45,129,48,100,-83
투자활동현금흐름,-142,-11,-153,-62,158
재무활동현금흐름,8,12,61,-37,-27
CAPEX,42,19,63,14,5
FCF,2,110,-14,86,-88
이자발생부채,478,558,612,603,562
영업이익률,3.50,3.43,4.03,4.76,-10.72
순이익률,-3.10,1.37,1.36,-4.57,-11.58
ROE(%),-1.63,0.96,0.87,-4.72,-11.78
ROA(%),-1.41,0.85,0.74,-2.56,-5.58
부채비율,67.68,82.80,87.82,88.82,89.94
자본유보율,"2,339.41","2,367.02","2,365.46","2,242.63","2,014.22"
EPS(원),-188,111,101,-535,"-1,194"
PER(배),N/A,87.78,125.00,N/A,N/A
BPS(원),"11,694","11,899","11,931","11,395","10,227"
PBR(배),1.22,0.82,1.06,1.08,1.13
현금DPS(원),150,100,100,100,
현금배당수익률,1.05,1.03,0.79,0.81,
현금배당성향(%),-77.56,87.97,96.16,-18.18,
발행주식수(보통주),"7,519,943","7,519,943","7,519,943","7,674,308","8,019,363"
