주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,980","1,598","1,621","1,537","1,804"
영업이익,1,32,19,72,111
영업이익(발표기준),1,32,19,72,111
세전계속사업이익,46,153,53,151,239
당기순이익,-61,83,6,78,149
  당기순이익(지배),-61,83,6,78,149
  당기순이익(비지배),,,,,
자산총계,"2,115","2,125","1,971","1,953","2,196"
부채총계,631,564,418,428,523
자본총계,"1,484","1,561","1,553","1,524","1,673"
  자본총계(지배),"1,484","1,561","1,553","1,524","1,673"
  자본총계(비지배),,,,,
자본금,107,107,107,107,107
영업활동현금흐름,14,41,-321,-18,332
투자활동현금흐름,-2,184,211,-356,-371
재무활동현금흐름,-21,,-16,-113,-1
CAPEX,2,3,2,1,6
FCF,11,39,-323,-19,327
이자발생부채,0,0,2,3,2
영업이익률,0.07,2.02,1.19,4.71,6.14
순이익률,-3.06,5.17,0.34,5.10,8.24
ROE(%),-3.99,5.42,0.36,5.10,9.29
ROA(%),-2.69,3.89,0.27,4.00,7.16
부채비율,42.55,36.14,26.95,28.10,31.24
자본유보율,"1,257.53","1,336.64","1,326.07","1,425.71","1,564.71"
EPS(원),-283,385,26,366,692
PER(배),N/A,12.85,208.92,17.26,12.06
BPS(원),"6,913","7,273","7,234","7,864","8,636"
PBR(배),1.33,0.68,0.75,0.80,0.97
현금DPS(원),0,75,0,0,75
현금배당수익률,0.00,1.52,0.00,0.00,0.90
현금배당성향(%),0.00,19.50,0.00,0.00,9.78
발행주식수(보통주),"21,463,555","21,463,555","21,463,555","21,463,555","21,463,555"
