주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,149,154,376,130,258
영업이익,-15,-8,-23,-8,-56
영업이익(발표기준),-15,-8,-23,-8,-56
세전계속사업이익,-14,-72,-33,-265,-318
당기순이익,-14,-72,-36,-267,-318
  당기순이익(지배),-14,-72,-4,-267,-295
  당기순이익(비지배),,,-32,,-23
자산총계,232,512,"1,401",655,"1,779"
부채총계,22,222,487,194,754
자본총계,210,291,914,461,"1,025"
  자본총계(지배),210,291,447,461,462
  자본총계(비지배),,,467,,563
자본금,43,55,65,101,162
영업활동현금흐름,-15,6,-68,-48,-20
투자활동현금흐름,-21,21,-51,-380,-141
재무활동현금흐름,,300,315,-5,401
CAPEX,2,5,15,17,222
FCF,-17,0,-82,-65,-242
이자발생부채,6,121,294,118,519
영업이익률,-10.33,-4.89,-6.20,-6.40,-21.57
순이익률,-9.52,-46.78,-9.60,-204.35,-123.28
ROE(%),-6.54,-28.70,-1.00,-58.75,-63.89
ROA(%),-5.91,-19.30,-3.77,-25.94,-26.10
부채비율,10.53,76.26,53.24,42.13,73.50
자본유보율,389.66,425.69,581.20,384.13,201.40
EPS(원),-165,-684,-30,"-1,875","-1,107"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"2,438","2,653","3,458","2,288","1,430"
PBR(배),3.06,3.16,1.71,1.57,2.84
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"8,600,000","10,954,777","12,935,719","20,127,806","32,343,981"
