주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,861","2,435","2,261","2,003","1,798"
영업이익,18,229,233,231,98
영업이익(발표기준),18,229,233,231,98
세전계속사업이익,5,314,249,186,148
당기순이익,-18,255,196,145,125
  당기순이익(지배),-8,255,196,145,125
  당기순이익(비지배),-10,0,,,
자산총계,"1,863","2,128","1,986","2,102","2,637"
부채총계,822,936,682,698,"1,073"
자본총계,"1,041","1,192","1,304","1,403","1,565"
  자본총계(지배),"1,049","1,192","1,304","1,403","1,565"
  자본총계(비지배),-8,,,,
자본금,80,80,80,80,80
영업활동현금흐름,311,-254,318,574,-11
투자활동현금흐름,-60,61,-108,-19,-298
재무활동현금흐름,13,-105,-130,-2,-98
CAPEX,10,14,5,6,23
FCF,302,-268,314,569,-34
이자발생부채,17,50,12,73,16
영업이익률,0.97,9.39,10.32,11.52,5.46
순이익률,-0.98,10.48,8.66,7.25,6.97
ROE(%),-0.82,22.73,15.70,10.73,8.45
ROA(%),-1.01,12.79,9.52,7.11,5.29
부채비율,78.90,78.50,52.34,49.76,68.54
자본유보율,"1,252.34","1,501.67","1,694.74","1,805.46","1,927.20"
EPS(원),-53,"1,592","1,225",921,813
PER(배),N/A,3.67,5.07,11.56,15.61
BPS(원),"6,942","8,285","9,595","10,644","11,746"
PBR(배),1.06,0.71,0.65,1.00,1.08
현금DPS(원),0,200,300,300,300
현금배당수익률,0.00,3.42,4.83,2.82,2.36
현금배당성향(%),0.00,11.30,20.81,27.23,31.88
발행주식수(보통주),"15,996,505","15,996,505","15,996,505","15,412,798","15,412,798"
