주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,392,448,317,301,312
영업이익,42,49,-11,-14,1
영업이익(발표기준),42,49,-11,-14,1
세전계속사업이익,52,70,-56,84,157
당기순이익,45,64,-56,78,101
  당기순이익(지배),45,64,-49,83,101
  당기순이익(비지배),,,-7,-5,0
자산총계,859,"1,020","1,043","1,154","1,565"
부채총계,243,346,322,242,304
자본총계,616,674,721,912,"1,261"
  자본총계(지배),606,663,706,907,"1,256"
  자본총계(비지배),10,10,15,5,5
자본금,364,364,406,451,451
영업활동현금흐름,54,53,0,31,5
투자활동현금흐름,-283,-161,-125,34,145
재무활동현금흐름,188,120,57,-20,-11
CAPEX,11,79,29,8,9
FCF,42,-26,-29,24,-5
이자발생부채,148,249,253,165,147
영업이익률,10.69,10.91,-3.34,-4.72,0.31
순이익률,11.42,14.25,-17.65,25.91,32.51
ROE(%),8.17,10.05,-7.11,10.29,9.33
ROA(%),6.18,6.79,-5.42,7.09,7.45
부채비율,39.41,51.41,44.56,26.54,24.10
자본유보율,70.83,87.58,73.13,88.88,111.92
EPS(원),65,88,-66,99,112
PER(배),24.12,12.32,N/A,15.39,14.67
BPS(원),838,917,874,"1,011","1,399"
PBR(배),1.86,1.18,1.00,1.50,1.17
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"72,749,313","72,749,313","81,265,715","90,231,385","90,231,385"
