주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,043","1,855",196,113,38
영업이익,17,30,-46,-112,-64
영업이익(발표기준),17,30,-46,-112,-64
세전계속사업이익,-19,-23,-176,-194,-62
당기순이익,-20,2,-216,-228,-60
  당기순이익(지배),-20,2,-215,-204,-55
  당기순이익(비지배),,,-2,-23,-5
자산총계,"1,035","1,043","1,104",555,223
부채총계,539,541,655,342,86
자본총계,495,501,449,213,138
  자본총계(지배),495,501,403,190,144
  자본총계(비지배),,,46,22,-7
자본금,69,69,86,86,86
영업활동현금흐름,-60,113,41,73,-63
투자활동현금흐름,-61,-124,-440,86,193
재무활동현금흐름,113,26,242,-197,-113
CAPEX,122,126,144,2,1
FCF,-182,-13,-103,71,-64
이자발생부채,304,332,390,35,60
영업이익률,0.83,1.60,-23.39,-99.02,-170.58
순이익률,-1.00,0.13,-110.40,-200.89,-159.22
ROE(%),-3.88,0.47,-47.46,-68.93,-32.87
ROA(%),-2.02,0.22,-20.14,-27.45,-15.39
부채비율,108.88,108.01,145.95,161.00,62.42
자본유보율,642.41,646.70,392.14,152.70,88.20
EPS(원),-30,3,-282,-238,-64
PER(배),N/A,173.72,N/A,N/A,N/A
BPS(원),754,763,480,227,172
PBR(배),0.91,0.79,4.52,8.47,11.17
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"67,011,000","67,011,000","85,739,345","85,739,345","85,739,345"
