주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,047","1,035","1,093",992,"1,184"
영업이익,38,7,46,48,88
영업이익(발표기준),19,3,59,59,79
세전계속사업이익,19,19,61,43,48
당기순이익,7,3,34,35,33
  당기순이익(지배),-3,-4,17,15,9
  당기순이익(비지배),10,8,17,20,24
자산총계,"1,346","1,307","1,314","1,396","1,469"
부채총계,431,412,384,440,399
자본총계,916,895,931,956,"1,070"
  자본총계(지배),821,801,825,842,928
  자본총계(비지배),95,,106,114,143
자본금,294,292,297,299,334
영업활동현금흐름,27,79,55,110,97
투자활동현금흐름,-8,-51,-24,-3,-55
재무활동현금흐름,-30,-46,-48,-54,-51
CAPEX,44,67,24,24,50
FCF,-17,12,31,86,47
이자발생부채,170,136,117,170,149
영업이익률,3.64,0.68,4.18,4.79,7.43
순이익률,0.64,0.34,3.09,3.49,2.77
ROE(%),-0.39,-0.55,2.07,1.75,1.03
ROA(%),0.47,0.26,2.58,2.55,2.29
부채비율,47.01,46.09,41.20,46.01,37.24
자본유보율,186.91,180.28,185.58,190.33,193.18
EPS(원),-6,-8,31,27,17
PER(배),N/A,N/A,21.70,20.59,59.11
BPS(원),"1,527","1,491","1,534","1,567","1,726"
PBR(배),0.74,0.51,0.44,0.36,0.58
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"53,743,968","53,743,968","53,743,968","53,743,968","53,743,968"
