주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,766","4,435","4,988","4,952","5,402"
영업이익,378,335,342,211,236
영업이익(발표기준),378,335,342,211,236
세전계속사업이익,333,351,349,155,165
당기순이익,249,250,245,106,107
  당기순이익(지배),249,250,245,107,108
  당기순이익(비지배),,0,0,-1,-1
자산총계,"2,649","2,886","3,536","3,256","3,996"
부채총계,975,"1,040","1,513","1,190","1,790"
자본총계,"1,674","1,846","2,023","2,066","2,206"
  자본총계(지배),"1,674","1,845","2,022","2,066","2,186"
  자본총계(비지배),,1,1,0,19
자본금,194,194,194,194,194
영업활동현금흐름,612,163,563,51,678
투자활동현금흐름,-500,-88,-232,857,-42
재무활동현금흐름,-105,-57,-112,-106,-18
CAPEX,141,68,40,25,32
FCF,471,95,523,26,646
이자발생부채,85,50,225,207,186
영업이익률,10.03,7.56,6.86,4.26,4.36
순이익률,6.62,5.63,4.92,2.15,1.98
ROE(%),15.85,14.21,12.70,5.24,5.07
ROA(%),9.92,9.02,7.64,3.13,2.95
부채비율,58.25,56.37,74.81,57.61,81.16
자본유보율,787.19,930.16,"1,015.08","1,036.57","1,094.87"
EPS(원),642,644,634,285,288
PER(배),18.93,14.50,10.84,31.77,32.76
BPS(원),"4,366","4,844","5,400","5,658","6,019"
PBR(배),2.78,1.93,1.27,1.60,1.57
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"38,812,743","38,812,743","38,014,402","37,444,271","37,444,271"
