주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,871,"1,188","1,333","1,372","1,608"
영업이익,-89,-3,67,79,170
영업이익(발표기준),-89,-3,67,79,170
세전계속사업이익,-151,-48,56,48,151
당기순이익,-139,-59,23,31,150
  당기순이익(지배),-139,-59,23,31,150
  당기순이익(비지배),,,,,
자산총계,924,"1,048","1,153","1,087","1,282"
부채총계,321,481,542,481,472
자본총계,603,567,611,607,810
  자본총계(지배),603,567,611,607,810
  자본총계(비지배),,,,,
자본금,53,56,58,54,59
영업활동현금흐름,-90,-94,121,73,-69
투자활동현금흐름,-123,-54,-44,53,-22
재무활동현금흐름,95,86,-35,-75,69
CAPEX,103,132,49,40,24
FCF,-192,-226,72,33,-92
이자발생부채,185,272,315,231,282
영업이익률,-10.18,-0.24,5.06,5.74,10.54
순이익률,-15.93,-4.97,1.70,2.25,9.33
ROE(%),-20.54,-10.08,3.85,5.06,21.18
ROA(%),-15.69,-5.98,2.06,2.75,12.66
부채비율,53.23,84.77,88.70,79.20,58.34
자본유보율,"1,032.97",925.03,964.21,"1,016.79","1,280.63"
EPS(원),-703,-297,114,155,755
PER(배),N/A,N/A,38.71,32.17,11.39
BPS(원),"3,037","2,854","3,077","3,053","4,074"
PBR(배),1.98,2.18,1.44,1.63,2.11
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),,0.00,0.00,0.00,
발행주식수(보통주),"19,867,866","19,867,866","19,867,866","19,867,866","19,867,866"
