주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,664","4,150","4,523","5,193","6,705","7,310","7,936","8,220"
영업이익,431,353,356,367,468,485,524,558
영업이익(발표기준),431,353,356,367,468,,,
세전계속사업이익,487,386,377,339,510,559,612,715
당기순이익,366,300,295,130,396,416,456,512
  당기순이익(지배),367,306,301,135,398,416,455,511
  당기순이익(비지배),-1,-5,-6,-5,-2,,,
자산총계,"4,942","5,454","6,419","7,149","8,208","8,022","8,264","8,367"
부채총계,"3,136","3,392","4,109","4,742","5,431","4,940","4,836","4,700"
자본총계,"1,806","2,061","2,311","2,407","2,777","3,082","3,428","3,667"
  자본총계(지배),"1,797","2,039","2,301","2,402","2,777","3,080","3,426","3,665"
  자본총계(비지배),9,,10,5,,,,
자본금,50,50,50,50,50,50,50,50
영업활동현금흐름,496,881,880,815,602,515,597,
투자활동현금흐름,26,-489,-855,35,-422,-154,-158,
재무활동현금흐름,-59,-259,-90,-95,-100,-58,-60,
CAPEX,65,83,52,43,72,65,72,
FCF,431,798,828,772,530,,,
이자발생부채,220,0,66,25,79,,,
영업이익률,11.77,8.50,7.86,7.07,6.98,6.64,6.60,6.79
순이익률,9.98,7.24,6.52,2.50,5.91,5.69,5.74,6.23
ROE(%),22.14,15.94,13.88,5.74,15.37,14.21,13.99,14.41
ROA(%),8.40,5.78,4.96,1.91,5.16,5.13,5.59,6.16
부채비율,173.57,164.58,177.79,197.00,195.62,160.29,141.06,128.17
자본유보율,"3,597.19","4,085.69","4,614.72","4,807.73","5,520.15",,,
EPS(원),"3,669","3,057","3,011","1,351","3,980","4,160","4,550","5,110"
PER(배),6.23,6.43,9.52,21.10,7.41,6.94,6.34,5.65
BPS(원),"18,914","21,713","24,541","25,626","29,620","32,851","36,542","39,097"
PBR(배),1.21,0.90,1.17,1.11,1.00,0.88,0.79,0.74
현금DPS(원),350,420,460,460,590,620,665,760
현금배당수익률,1.53,2.14,1.61,1.61,2.00,2.15,2.31,2.63
현금배당성향(%),9.06,12.91,14.32,31.93,13.90,14.90,14.62,14.87
발행주식수(보통주),"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000",,,
