주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,815","2,134",974,589,"1,164"
영업이익,372,263,37,-180,46
영업이익(발표기준),372,263,37,-180,46
세전계속사업이익,330,252,176,-192,60
당기순이익,282,198,120,-145,64
  당기순이익(지배),282,198,120,-145,64
  당기순이익(비지배),,,,,
자산총계,"1,646","1,419","1,338","1,222","1,607"
부채총계,658,385,209,255,566
자본총계,988,"1,034","1,129",968,"1,040"
  자본총계(지배),988,"1,034","1,129",968,"1,040"
  자본총계(비지배),,,,,
자본금,38,39,41,42,42
영업활동현금흐름,390,66,155,-149,246
투자활동현금흐름,-87,22,-68,-93,-11
재무활동현금흐름,29,-81,-79,-27,-11
CAPEX,6,14,9,14,7
FCF,384,52,146,-162,239
이자발생부채,100,48,27,21,17
영업이익률,20.52,12.31,3.75,-30.48,3.95
순이익률,15.52,9.25,12.28,-24.56,5.52
ROE(%),33.11,19.53,11.06,-13.81,6.40
ROA(%),21.32,12.89,8.68,-11.31,4.54
부채비율,66.57,37.24,18.48,26.30,54.45
자본유보율,"2,694.44","2,743.97","2,885.36","2,422.54","2,597.06"
EPS(원),"3,280","2,300","1,393","-1,686",748
PER(배),25.06,20.45,24.84,N/A,43.62
BPS(원),"12,810","13,399","14,641","12,552","13,497"
PBR(배),6.42,3.51,2.36,3.08,2.42
현금DPS(원),357,275,209,0,97
현금배당수익률,0.43,0.58,0.60,0.00,0.30
현금배당성향(%),9.64,10.62,13.37,0.00,11.64
발행주식수(보통주),"8,586,820","8,586,820","8,586,820","8,586,820","8,586,820"
