주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,842,765,669,727,854
영업이익,51,31,3,-68,-123
영업이익(발표기준),51,31,3,-68,-123
세전계속사업이익,43,31,11,-110,-84
당기순이익,28,18,11,-111,-86
  당기순이익(지배),28,18,11,-111,-86
  당기순이익(비지배),,,,,
자산총계,837,"1,085","1,202","1,155","1,145"
부채총계,477,433,539,599,656
자본총계,360,652,663,556,489
  자본총계(지배),360,652,663,556,489
  자본총계(비지배),,,,,
자본금,8,15,15,15,15
영업활동현금흐름,18,64,38,-77,-51
투자활동현금흐름,-20,-90,-141,-47,-41
재무활동현금흐름,-21,142,53,69,71
CAPEX,51,26,165,127,85
FCF,-33,38,-128,-204,-136
이자발생부채,321,287,354,414,483
영업이익률,6.05,4.09,0.44,-9.31,-14.37
순이익률,3.30,2.38,1.57,-15.28,-10.03
ROE(%),8.04,3.59,1.60,-18.21,-16.38
ROA(%),3.34,1.89,0.92,-9.42,-7.44
부채비율,132.61,66.36,81.29,107.78,134.17
자본유보율,"4,261.30","4,648.82","4,734.40","3,973.39","3,478.31"
EPS(원),242,127,52,-549,-423
PER(배),,26.80,51.84,N/A,N/A
BPS(원),"3,368","3,620","3,680","3,085","2,684"
PBR(배),0.00,1.01,0.79,0.97,3.80
현금DPS(원),0,0,0,0,0
현금배당수익률,,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"11,502,742","20,233,440","20,233,440","20,233,440","20,233,440"
