주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"4,496","4,579","5,889","5,731","6,411","7,714","8,881","9,130"
영업이익,255,337,391,343,665,918,"1,096","1,060"
영업이익(발표기준),255,337,391,343,665,,,
세전계속사업이익,111,193,264,209,669,921,"1,098","1,050"
당기순이익,99,133,208,176,551,747,892,870
  당기순이익(지배),94,126,206,163,528,738,914,830
  당기순이익(비지배),4,7,3,13,23,,,
자산총계,"6,329","6,274","6,612","5,865","6,494","7,037","7,913","8,500"
부채총계,"3,633","3,396","3,454","2,317","2,235","2,088","2,014","1,930"
자본총계,"2,696","2,877","3,158","3,548","4,259","4,949","5,899","6,570"
  자본총계(지배),"2,502","2,668","2,940","3,327","3,993","4,673","5,597","6,210"
  자본총계(비지배),195,,219,221,265,,,
자본금,708,708,714,825,825,822,822,820
영업활동현금흐름,844,363,795,833,"1,016","1,156","1,328","1,280"
투자활동현금흐름,-886,-391,-445,172,-560,-429,-268,-370
재무활동현금흐름,-239,-346,-60,"-1,059",-354,-213,-220,-200
CAPEX,774,359,400,252,242,405,270,300
FCF,70,4,395,581,773,744,994,980
이자발생부채,"2,691","2,377","2,395","1,638","1,322",,,
영업이익률,5.66,7.36,6.64,5.98,10.37,11.90,12.34,11.61
순이익률,2.20,2.90,3.54,3.07,8.59,9.68,10.04,9.53
ROE(%),3.78,4.86,7.34,5.22,14.43,17.02,17.81,14.06
ROA(%),1.51,2.11,3.23,2.82,8.92,11.04,11.93,10.60
부채비율,134.75,118.05,109.35,65.31,52.49,42.19,34.15,29.38
자본유보율,245.19,286.48,315.63,313.12,377.57,,,
EPS(원),67,89,145,102,321,449,556,505
PER(배),34.83,15.27,29.66,56.81,23.95,14.16,11.42,12.58
BPS(원),"1,782","1,900","2,076","2,029","2,436","2,850","3,413","3,787"
PBR(배),1.32,0.72,2.07,2.84,3.16,2.23,1.86,1.68
현금DPS(원),0,0,0,,,0,0,0
현금배당수익률,0.00,0.00,0.00,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"141,076,607","141,121,631","142,292,274","164,460,303","164,460,303",,,
