주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,171,312,787,214,199
영업이익,-102,-63,66,-82,-116
영업이익(발표기준),-102,-63,66,-82,-116
세전계속사업이익,-162,-130,107,39,-139
당기순이익,-167,-170,93,20,-146
  당기순이익(지배),-165,-164,95,24,-146
  당기순이익(비지배),-2,-6,-2,-4,
자산총계,988,"1,485","1,383","1,619","2,051"
부채총계,580,"1,256","1,055","1,225","1,659"
자본총계,408,229,327,393,392
  자본총계(지배),393,220,321,393,392
  자본총계(비지배),14,9,7,,
자본금,356,388,392,83,124
영업활동현금흐름,-121,-50,-26,-285,-310
투자활동현금흐름,-268,106,-297,-213,-171
재무활동현금흐름,353,-4,318,476,464
CAPEX,24,6,21,96,7
FCF,-144,-56,-47,-382,-317
이자발생부채,402,459,552,616,"1,011"
영업이익률,-59.58,-20.14,8.33,-38.22,-58.05
순이익률,-97.52,-54.55,11.76,9.30,-73.09
ROE(%),-42.05,-53.58,35.12,6.63,-37.09
ROA(%),-21.10,-13.77,6.45,1.33,-7.94
부채비율,142.35,548.06,322.26,311.53,423.14
자본유보율,9.55,-43.39,-15.52,379.43,195.63
EPS(원),"-1,290","-1,066",561,140,-777
PER(배),N/A,N/A,4.05,8.04,N/A
BPS(원),"2,560","1,313","1,895","2,204","1,578"
PBR(배),1.53,1.89,1.20,0.51,0.80
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"15,366,920","16,751,252","16,925,457","17,848,596","24,848,641"
