주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,32,38,30,36,40
영업이익,-407,-329,-452,-416,-469
영업이익(발표기준),-407,-329,-452,-416,-469
세전계속사업이익,-417,-322,-499,-417,-472
당기순이익,-454,-323,-500,-418,-474
  당기순이익(지배),-454,-323,-500,-418,-474
  당기순이익(비지배),,,,,
자산총계,"1,925","1,646","1,241",728,614
부채총계,324,273,319,247,228
자본총계,"1,601","1,373",922,481,386
  자본총계(지배),"1,601","1,373",922,481,386
  자본총계(비지배),,,,,
자본금,0,0,0,0,0
영업활동현금흐름,-388,-342,-436,-381,-400
투자활동현금흐름,"-1,680",268,744,187,334
재무활동현금흐름,"2,150",-20,-59,-69,246
CAPEX,3,5,21,8,5
FCF,-391,-347,-456,-390,-406
이자발생부채,236,196,228,155,72
영업이익률,"-1,276.33",-870.23,"-1,488.63","-1,168.68","-1,171.65"
순이익률,"-1,423.23",-852.40,"-1,647.16","-1,175.21","-1,183.31"
ROE(%),-53.80,-21.70,-43.57,-59.58,-109.20
ROA(%),-40.95,-18.07,-34.63,-42.44,-70.58
부채비율,20.25,19.91,34.64,51.41,58.87
자본유보율,"6,261,684.38","5,125,713.81","3,323,266.49","1,849,590.23","1,326,513.90"
EPS(원),"-1,054",-530,-818,-684,-772
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"2,649","2,250","1,508",787,597
PBR(배),19.56,19.18,5.31,10.18,13.42
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"60,448,675","61,017,550","61,117,550","61,117,550","64,745,050"
