주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,651,820,169,135,"1,683","2,767","3,093","3,329"
영업이익,38,-4,15,3,40,178,227,252
영업이익(발표기준),38,-4,15,3,40,,,
세전계속사업이익,-45,144,-15,-45,-29,,,
당기순이익,-53,-86,40,-472,192,,,
  당기순이익(지배),-28,-138,8,-399,210,129,166,186
  당기순이익(비지배),-26,52,32,-74,-18,,,
자산총계,"1,918","2,526","2,624","1,844","2,566",,,
부채총계,401,922,"1,042",565,"1,590",,,
자본총계,"1,518","1,604","1,582","1,279",976,,,
  자본총계(지배),"1,076","1,014",981,591,950,,,
  자본총계(비지배),442,,601,688,26,,,
자본금,758,792,792,887,193,,,
영업활동현금흐름,-31,23,80,57,-194,,,
투자활동현금흐름,53,-90,-75,-152,-692,,,
재무활동현금흐름,-30,621,-132,-202,715,,,
CAPEX,9,9,9,1,37,,,
FCF,-40,15,71,56,-231,,,
이자발생부채,136,430,523,128,702,,,
영업이익률,5.85,-0.46,8.91,2.17,2.37,6.43,7.34,7.57
순이익률,-8.19,-10.49,23.91,-348.49,11.42,,,
ROE(%),-2.60,-13.18,0.85,-50.70,27.26,,,
ROA(%),-2.72,-3.87,1.57,-21.14,8.72,,,
부채비율,26.42,57.50,65.87,44.21,162.88,,,
자본유보율,53.83,40.32,38.06,-16.75,496.34,,,
EPS(원),-91,-443,27,"-1,254",564,291,368,413
PER(배),N/A,N/A,129.62,N/A,8.21,12.76,10.07,8.99
BPS(원),"3,660","3,297","3,191","1,666","2,462",,,
PBR(배),1.27,1.27,1.08,2.16,1.88,,,
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,0.00,0.00,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"30,314,694","31,681,294","31,681,294","35,481,011","38,580,273",,,
