주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,480","1,862","1,932","1,989","2,320"
영업이익,9,11,9,35,-7
영업이익(발표기준),9,11,9,35,-7
세전계속사업이익,18,2,14,35,-76
당기순이익,4,7,8,24,-68
  당기순이익(지배),4,7,8,24,-68
  당기순이익(비지배),,,,0,0
자산총계,"1,176","1,479","1,722","1,759","1,806"
부채총계,524,626,857,846,769
자본총계,652,853,865,913,"1,038"
  자본총계(지배),652,853,865,913,"1,037"
  자본총계(비지배),,,,0,1
자본금,50,75,76,78,88
영업활동현금흐름,-21,-30,179,257,-41
투자활동현금흐름,60,-168,-126,-356,109
재무활동현금흐름,-42,229,78,-74,71
CAPEX,19,72,114,31,177
FCF,-40,-102,65,226,-218
이자발생부채,151,150,314,268,209
영업이익률,0.64,0.60,0.46,1.77,-0.31
순이익률,0.30,0.38,0.41,1.20,-2.94
ROE(%),,0.94,0.91,2.70,-7.00
ROA(%),,0.53,0.49,1.37,-3.82
부채비율,80.40,73.45,99.06,92.63,74.07
자본유보율,"1,226.36","1,070.28","1,065.31","1,099.35","1,098.13"
EPS(원),37,57,51,151,-415
PER(배),90.30,94.98,122.29,46.45,N/A
BPS(원),"5,485","5,547","5,549","5,699","5,910"
PBR(배),0.61,0.98,1.12,1.23,2.01
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"11,886,240","15,373,400","15,589,014","16,020,241","17,546,331"
