주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,259","1,354","1,490","1,232","1,529"
영업이익,81,106,26,-82,40
영업이익(발표기준),81,106,26,-82,40
세전계속사업이익,90,93,16,-79,33
당기순이익,87,86,15,-79,35
  당기순이익(지배),87,86,15,-79,35
  당기순이익(비지배),,,,,
자산총계,"1,066","1,178","1,175","1,244","1,513"
부채총계,443,457,449,526,703
자본총계,623,721,727,718,811
  자본총계(지배),623,721,727,718,811
  자본총계(비지배),,,,,
자본금,40,40,40,46,46
영업활동현금흐름,153,187,69,80,-309
투자활동현금흐름,-13,-155,-23,-212,17
재무활동현금흐름,-122,25,-65,155,244
CAPEX,28,47,121,64,12
FCF,125,140,-52,16,-321
이자발생부채,266,275,242,335,530
영업이익률,6.45,7.80,1.74,-6.69,2.65
순이익률,6.92,6.33,1.00,-6.40,2.30
ROE(%),14.93,12.75,2.05,-10.92,4.61
ROA(%),8.00,7.64,1.26,-6.52,2.55
부채비율,71.05,63.37,61.76,73.17,86.68
자본유보율,"1,794.45","2,045.16","2,053.50","1,750.98","1,863.05"
EPS(원),218,214,37,-180,76
PER(배),6.96,7.08,34.91,N/A,31.94
BPS(원),"1,623","1,877","1,892","1,629","1,759"
PBR(배),0.93,0.81,0.68,0.97,1.39
현금DPS(원),0,30,0,,
현금배당수익률,0.00,1.98,0.00,,
현금배당성향(%),0.00,13.45,0.00,0.00,
발행주식수(보통주),"40,060,000","40,060,000","40,060,000","46,084,095","46,084,095"
