주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,344,269,290,253,261
영업이익,24,-14,9,2,1
영업이익(발표기준),24,-14,9,2,1
세전계속사업이익,84,-17,21,6,83
당기순이익,73,-8,21,1,78
  당기순이익(지배),72,-2,28,8,79
  당기순이익(비지배),0,-5,-8,-7,-1
자산총계,720,611,584,577,663
부채총계,71,50,61,53,49
자본총계,649,561,523,524,613
  자본총계(지배),634,551,521,528,612
  자본총계(비지배),15,,2,-4,1
자본금,47,48,49,50,50
영업활동현금흐름,20,5,47,31,28
투자활동현금흐름,-60,115,-44,96,-94
재무활동현금흐름,-14,-81,-54,-14,-3
CAPEX,8,5,2,8,5
FCF,12,0,45,23,23
이자발생부채,0,0,16,16,6
영업이익률,6.93,-5.06,3.17,0.76,0.29
순이익률,21.12,-2.91,7.18,0.35,29.74
ROE(%),11.87,-0.40,5.30,1.53,13.87
ROA(%),10.55,-1.18,3.48,0.15,12.53
부채비율,10.88,9.00,11.61,10.07,8.07
자본유보율,"1,774.52","1,730.12","1,025.51","1,025.31","1,165.30"
EPS(원),"1,018",-33,678,221,"2,174"
PER(배),11.85,N/A,17.20,53.90,6.74
BPS(원),"12,875","12,909","15,190","15,403","17,848"
PBR(배),0.94,0.91,0.77,0.77,0.82
현금DPS(원),29,35,36,42,39
현금배당수익률,0.24,0.30,0.31,0.35,0.26
현금배당성향(%),1.83,-57.08,4.34,17.93,1.67
발행주식수(보통주),"7,097,546","7,097,546","3,635,150","3,635,150","3,635,150"
