주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,46,47,39,23,43
영업이익,5,-12,-64,-105,-64
영업이익(발표기준),5,-12,-64,-105,-64
세전계속사업이익,-1,-15,-61,-104,-85
당기순이익,0,-17,-63,-105,-76
  당기순이익(지배),0,-17,-63,-105,-76
  당기순이익(비지배),,,,,
자산총계,55,117,232,208,352
부채총계,51,28,54,132,228
자본총계,4,89,178,76,124
  자본총계(지배),4,89,178,76,124
  자본총계(비지배),,,,,
자본금,10,15,18,36,38
영업활동현금흐름,3,-14,-51,-58,-70
투자활동현금흐름,-6,-22,-136,-4,-106
재무활동현금흐름,18,80,151,61,168
CAPEX,3,8,26,41,22
FCF,0,-22,-77,-99,-92
이자발생부채,23,15,22,86,117
영업이익률,10.82,-25.98,-162.28,-458.95,-149.42
순이익률,-0.65,-35.07,-160.39,-457.11,-177.21
ROE(%),-6.45,-35.62,-47.20,-82.28,-76.04
ROA(%),-0.64,-19.28,-36.07,-47.59,-27.23
부채비율,"1,189.04",31.88,30.33,172.16,183.59
자본유보율,-57.48,510.00,881.01,98.84,185.03
EPS(원),-7,-339,-944,"-1,442","-1,036"
PER(배),,,N/A,N/A,N/A
BPS(원),106,"1,525","2,453","1,052","1,633"
PBR(배),0.00,0.00,2.97,17.59,12.68
현금DPS(원),0,0,0,0,0
현금배당수익률,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"3,999,600","5,819,600","7,261,600","7,261,600","7,261,600"
