주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,540,554,516,522,621
영업이익,31,21,21,19,21
영업이익(발표기준),31,21,21,19,21
세전계속사업이익,31,20,22,18,21
당기순이익,25,21,22,18,20
  당기순이익(지배),25,21,22,18,20
  당기순이익(비지배),,,,,
자산총계,608,607,627,632,645
부채총계,191,173,180,175,174
자본총계,418,434,447,458,470
  자본총계(지배),418,434,447,458,470
  자본총계(비지배),,,,,
자본금,60,60,60,60,60
영업활동현금흐름,35,33,39,42,8
투자활동현금흐름,-43,-57,-30,-12,-14
재무활동현금흐름,15,3,-10,-17,-3
CAPEX,52,64,26,17,11
FCF,-17,-31,13,26,-3
이자발생부채,76,87,85,76,80
영업이익률,5.79,3.87,4.17,3.68,3.40
순이익률,4.54,3.77,4.27,3.39,3.24
ROE(%),5.99,4.91,5.00,3.91,4.34
ROA(%),4.23,3.44,3.57,2.81,3.15
부채비율,45.61,39.84,40.15,38.16,37.10
자본유보율,594.66,621.45,643.99,661.11,682.16
EPS(원),205,177,186,149,170
PER(배),18.39,20.51,15.76,27.21,27.38
BPS(원),"3,525","3,661","3,776","3,863","3,969"
PBR(배),1.07,0.99,0.78,1.05,1.17
현금DPS(원),60,60,60,60,60
현금배당수익률,1.59,1.66,2.05,1.48,1.29
현금배당성향(%),28.96,33.99,32.28,40.21,35.33
발행주식수(보통주),"11,847,232","11,847,232","11,847,232","11,847,232","11,847,232"
